"Bowler","Season","Batting_Team","Bowling_Team","Runs","Wickets","Balls","Striker","Stadium","Average","Economy"
"Brad Hodge",2011,"Chennai Super Kings","Kochi Tuskers Kerala",24,1,18,"All","All",24,8
"Brad Hodge",2011,"Pune Warriors","Kochi Tuskers Kerala",14,2,12,"All","All",7,7
"Brad Hodge",2011,"Punjab Kings","Kochi Tuskers Kerala",26,0,12,"All","All",Inf,13
"Brad Hodge",2011,"Rajasthan Royals","Kochi Tuskers Kerala",13,4,24,"All","All",3.25,3.25
"Brad Hodge",2012,"Deccan Chargers","Rajasthan Royals",13,1,6,"All","All",13,13
"Brad Hodge",2012,"Punjab Kings","Rajasthan Royals",8,0,6,"All","All",Inf,8
"Brad Hodge",2013,"Sunrisers Hyderabad","Rajasthan Royals",3,0,6,"All","All",Inf,3
"Brad Hogg",2012,"Chennai Super Kings","Rajasthan Royals",18,1,24,"All","All",18,4.5
"Brad Hogg",2012,"Deccan Chargers","Rajasthan Royals",33,0,24,"All","All",Inf,8.25
"Brad Hogg",2012,"Delhi Capitals","Rajasthan Royals",63,3,48,"All","All",21,7.875
"Brad Hogg",2012,"Kolkata Knight Riders","Rajasthan Royals",20,1,24,"All","All",20,5
"Brad Hogg",2012,"Mumbai Indians","Rajasthan Royals",61,2,48,"All","All",30.5,7.625
"Brad Hogg",2012,"Royal Challengers Bangalore","Rajasthan Royals",58,3,48,"All","All",19.3333333333333,7.25
"Brad Hogg",2013,"Kolkata Knight Riders","Rajasthan Royals",31,0,20,"All","All",Inf,9.3
"Brad Hogg",2015,"Chennai Super Kings","Kolkata Knight Riders",47,5,48,"All","All",9.4,5.875
"Brad Hogg",2015,"Delhi Capitals","Kolkata Knight Riders",27,1,18,"All","All",27,9
"Brad Hogg",2015,"Punjab Kings","Kolkata Knight Riders",30,0,24,"All","All",Inf,7.5
"Brad Hogg",2015,"Royal Challengers Bangalore","Kolkata Knight Riders",23,1,12,"All","All",23,11.5
"Brad Hogg",2015,"Sunrisers Hyderabad","Kolkata Knight Riders",17,2,24,"All","All",8.5,4.25
"Brad Hogg",2016,"Delhi Capitals","Kolkata Knight Riders",58,3,48,"All","All",19.3333333333333,7.25
"Brad Hogg",2016,"Gujarat Lions","Kolkata Knight Riders",19,1,12,"All","All",19,9.5
"Brad Hogg",2016,"Mumbai Indians","Kolkata Knight Riders",37,0,24,"All","All",Inf,9.25
"Brad Hogg",2016,"Punjab Kings","Kolkata Knight Riders",28,0,12,"All","All",Inf,14
"Brett Geeves",2008,"Mumbai Indians","Delhi Capitals",50,1,24,"All","All",50,12.5
"Brett Geeves",2008,"Rajasthan Royals","Delhi Capitals",41,0,24,"All","All",Inf,10.25
"Brett Lee",2008,"Chennai Super Kings","Punjab Kings",35,1,24,"All","All",35,8.75
"Brett Lee",2008,"Delhi Capitals","Punjab Kings",33,1,24,"All","All",33,8.25
"Brett Lee",2008,"Mumbai Indians","Punjab Kings",9,1,24,"All","All",9,2.25
"Brett Lee",2008,"Rajasthan Royals","Punjab Kings",35,1,24,"All","All",35,8.75
"Brett Lee",2009,"Chennai Super Kings","Punjab Kings",16,0,24,"All","All",Inf,4
"Brett Lee",2009,"Deccan Chargers","Punjab Kings",55,1,48,"All","All",55,6.875
"Brett Lee",2009,"Delhi Capitals","Punjab Kings",15,3,24,"All","All",5,3.75
"Brett Lee",2009,"Mumbai Indians","Punjab Kings",25,1,24,"All","All",25,6.25
"Brett Lee",2010,"Kolkata Knight Riders","Punjab Kings",39,0,24,"All","All",Inf,9.75
"Brett Lee",2010,"Mumbai Indians","Punjab Kings",62,0,39,"All","All",Inf,9.53846153846154
"Brett Lee",2010,"Royal Challengers Bangalore","Punjab Kings",48,0,24,"All","All",Inf,12
"Brett Lee",2011,"Chennai Super Kings","Kolkata Knight Riders",8,0,24,"All","All",Inf,2
"Brett Lee",2011,"Deccan Chargers","Kolkata Knight Riders",30,1,24,"All","All",30,7.5
"Brett Lee",2011,"Delhi Capitals","Kolkata Knight Riders",24,0,24,"All","All",Inf,6
"Brett Lee",2011,"Kochi Tuskers Kerala","Kolkata Knight Riders",75,1,48,"All","All",75,9.375
"Brett Lee",2011,"Mumbai Indians","Kolkata Knight Riders",74,1,48,"All","All",74,9.25
"Brett Lee",2011,"Pune Warriors","Kolkata Knight Riders",28,0,24,"All","All",Inf,7
"Brett Lee",2011,"Punjab Kings","Kolkata Knight Riders",27,0,24,"All","All",Inf,6.75
"Brett Lee",2011,"Rajasthan Royals","Kolkata Knight Riders",41,1,38,"All","All",41,6.47368421052632
"Brett Lee",2011,"Royal Challengers Bangalore","Kolkata Knight Riders",31,1,18,"All","All",31,10.3333333333333
"Brett Lee",2012,"Chennai Super Kings","Kolkata Knight Riders",76,1,48,"All","All",76,9.5
"Brett Lee",2012,"Deccan Chargers","Kolkata Knight Riders",15,1,24,"All","All",15,3.75
"Brett Lee",2012,"Delhi Capitals","Kolkata Knight Riders",54,1,36,"All","All",54,9
"Brett Lee",2012,"Mumbai Indians","Kolkata Knight Riders",44,0,24,"All","All",Inf,11
"Brett Lee",2012,"Punjab Kings","Kolkata Knight Riders",26,2,24,"All","All",13,6.5
"Brett Lee",2012,"Rajasthan Royals","Kolkata Knight Riders",29,2,24,"All","All",14.5,7.25
"Brett Lee",2012,"Royal Challengers Bangalore","Kolkata Knight Riders",55,0,48,"All","All",Inf,6.875
"Brett Lee",2013,"Delhi Capitals","Kolkata Knight Riders",66,3,48,"All","All",22,8.25
"Brett Lee",2013,"Rajasthan Royals","Kolkata Knight Riders",20,1,24,"All","All",20,5
"Cameron White",2008,"Kolkata Knight Riders","Royal Challengers Bangalore",24,0,6,"All","All",Inf,24
"Cameron White",2010,"Delhi Capitals","Royal Challengers Bangalore",19,0,6,"All","All",Inf,19
"Cameron White",2012,"Kolkata Knight Riders","Deccan Chargers",8,0,6,"All","All",Inf,8
"Cameron White",2012,"Mumbai Indians","Deccan Chargers",19,0,12,"All","All",Inf,9.5
"Cameron White",2013,"Pune Warriors","Sunrisers Hyderabad",2,0,6,"All","All",Inf,2
"Cameron White",2013,"Royal Challengers Bangalore","Sunrisers Hyderabad",14,1,6,"All","All",14,14
"Carlos Brathwaite",2016,"Kolkata Knight Riders","Delhi Capitals",52,3,36,"All","All",17.3333333333333,8.66666666666667
"Carlos Brathwaite",2016,"Punjab Kings","Delhi Capitals",53,0,36,"All","All",Inf,8.83333333333333
"Carlos Brathwaite",2016,"Rising Pune Supergiants","Delhi Capitals",17,0,12,"All","All",Inf,8.5
"Carlos Brathwaite",2016,"Royal Challengers Bangalore","Delhi Capitals",36,2,31,"All","All",18,6.96774193548387
"Carlos Brathwaite",2016,"Sunrisers Hyderabad","Delhi Capitals",27,2,24,"All","All",13.5,6.75
"Carlos Brathwaite",2017,"Gujarat Lions","Delhi Capitals",38,1,24,"All","All",38,9.5
"Carlos Brathwaite",2017,"Royal Challengers Bangalore","Delhi Capitals",29,0,12,"All","All",Inf,14.5
"Carlos Brathwaite",2018,"Chennai Super Kings","Sunrisers Hyderabad",58,1,33,"All","All",58,10.5454545454545
"Carlos Brathwaite",2018,"Kolkata Knight Riders","Sunrisers Hyderabad",36,4,28,"All","All",9,7.71428571428572
"Carlos Brathwaite",2019,"Delhi Capitals","Kolkata Knight Riders",13,0,6,"All","All",Inf,13
"Carlos Brathwaite",2019,"Rajasthan Royals","Kolkata Knight Riders",16,0,12,"All","All",Inf,8
"Chamara Kapugedera",2008,"Delhi Capitals","Chennai Super Kings",15,0,6,"All","All",Inf,15
"Chamara Kapugedera",2008,"Mumbai Indians","Chennai Super Kings",26,0,5,"All","All",Inf,31.2
"Chamara Kapugedera",2008,"Punjab Kings","Chennai Super Kings",8,0,6,"All","All",Inf,8
"Chamara Silva",2008,"Royal Challengers Bangalore","Deccan Chargers",21,0,6,"All","All",Inf,21
"Chaminda Vaas",2008,"Delhi Capitals","Deccan Chargers",22,0,18,"All","All",Inf,7.33333333333333
"Chaminda Vaas",2008,"Kolkata Knight Riders","Deccan Chargers",45,3,36,"All","All",15,7.5
"Chaminda Vaas",2008,"Rajasthan Royals","Deccan Chargers",42,1,24,"All","All",42,10.5
"Chaminda Vaas",2008,"Royal Challengers Bangalore","Deccan Chargers",36,1,24,"All","All",36,9
"Chaminda Vaas",2009,"Delhi Capitals","Deccan Chargers",52,2,24,"All","All",26,13
"Chaminda Vaas",2009,"Rajasthan Royals","Deccan Chargers",19,2,24,"All","All",9.5,4.75
"Chaminda Vaas",2010,"Chennai Super Kings","Deccan Chargers",21,3,24,"All","All",7,5.25
"Chaminda Vaas",2010,"Delhi Capitals","Deccan Chargers",40,2,48,"All","All",20,5
"Chaminda Vaas",2010,"Kolkata Knight Riders","Deccan Chargers",22,2,18,"All","All",11,7.33333333333333
"Chaminda Vaas",2010,"Punjab Kings","Deccan Chargers",27,2,24,"All","All",13.5,6.75
"Chaminda Vaas",2010,"Rajasthan Royals","Deccan Chargers",29,0,18,"All","All",Inf,9.66666666666667
"Chandrasekar Ganapathy",2010,"Royal Challengers Bangalore","Chennai Super Kings",13,0,6,"All","All",Inf,13
"Charl Langeveldt",2009,"Rajasthan Royals","Kolkata Knight Riders",15,3,24,"All","All",5,3.75
"Charl Langeveldt",2010,"Deccan Chargers","Kolkata Knight Riders",26,2,24,"All","All",13,6.5
"Charl Langeveldt",2010,"Delhi Capitals","Kolkata Knight Riders",35,2,18,"All","All",17.5,11.6666666666667
"Charl Langeveldt",2010,"Royal Challengers Bangalore","Kolkata Knight Riders",27,1,24,"All","All",27,6.75
"Charl Langeveldt",2011,"Kolkata Knight Riders","Royal Challengers Bangalore",10,2,18,"All","All",5,3.33333333333333
"Charl Langeveldt",2011,"Punjab Kings","Royal Challengers Bangalore",48,2,24,"All","All",24,12
"Charl Langeveldt",2011,"Rajasthan Royals","Royal Challengers Bangalore",26,1,24,"All","All",26,6.5
"Chetan Sakariya",2021,"Chennai Super Kings","Rajasthan Royals",67,4,48,"All","All",16.75,8.375
"Chetan Sakariya",2021,"Delhi Capitals","Rajasthan Royals",66,2,48,"All","All",33,8.25
"Chetan Sakariya",2021,"Kolkata Knight Riders","Rajasthan Royals",54,2,48,"All","All",27,6.75
"Chetan Sakariya",2021,"Mumbai Indians","Rajasthan Royals",54,1,36,"All","All",54,9
"Chetan Sakariya",2021,"Punjab Kings","Rajasthan Royals",62,4,42,"All","All",15.5,8.85714285714286
"Chetan Sakariya",2021,"Royal Challengers Bangalore","Rajasthan Royals",53,0,42,"All","All",Inf,7.57142857142857
"Chetan Sakariya",2021,"Sunrisers Hyderabad","Rajasthan Royals",70,1,48,"All","All",70,8.75
"Chetan Sakariya",2022,"Kolkata Knight Riders","Delhi Capitals",17,1,18,"All","All",17,5.66666666666667
"Chetan Sakariya",2022,"Lucknow Super Giants","Delhi Capitals",44,0,24,"All","All",Inf,11
"Chetan Sakariya",2022,"Rajasthan Royals","Delhi Capitals",23,2,24,"All","All",11.5,5.75
"Chetanya Nanda",2009,"Chennai Super Kings","Mumbai Indians",21,0,18,"All","All",Inf,7
"Chetanya Nanda",2009,"Rajasthan Royals","Mumbai Indians",4,1,6,"All","All",4,4
"Chetanya Nanda",2009,"Royal Challengers Bangalore","Mumbai Indians",32,1,24,"All","All",32,8
"Chris Gayle",2009,"Deccan Chargers","Kolkata Knight Riders",14,0,6,"All","All",Inf,14
"Chris Gayle",2009,"Mumbai Indians","Kolkata Knight Riders",45,1,36,"All","All",45,7.5
"Chris Gayle",2009,"Punjab Kings","Kolkata Knight Riders",34,0,24,"All","All",Inf,8.5
"Chris Gayle",2009,"Rajasthan Royals","Kolkata Knight Riders",20,0,24,"All","All",Inf,5
"Chris Gayle",2009,"Royal Challengers Bangalore","Kolkata Knight Riders",31,0,23,"All","All",Inf,8.08695652173913
"Chris Gayle",2010,"Chennai Super Kings","Kolkata Knight Riders",35,1,18,"All","All",35,11.6666666666667
"Chris Gayle",2010,"Deccan Chargers","Kolkata Knight Riders",9,1,6,"All","All",9,9
"Chris Gayle",2010,"Delhi Capitals","Kolkata Knight Riders",38,1,24,"All","All",38,9.5
"Chris Gayle",2010,"Mumbai Indians","Kolkata Knight Riders",31,0,24,"All","All",Inf,7.75
"Chris Gayle",2010,"Punjab Kings","Kolkata Knight Riders",39,1,24,"All","All",39,9.75
"Chris Gayle",2011,"Chennai Super Kings","Royal Challengers Bangalore",80,2,66,"All","All",40,7.27272727272727
"Chris Gayle",2011,"Delhi Capitals","Royal Challengers Bangalore",20,0,12,"All","All",Inf,10
"Chris Gayle",2011,"Kochi Tuskers Kerala","Royal Challengers Bangalore",26,1,24,"All","All",26,6.5
"Chris Gayle",2011,"Kolkata Knight Riders","Royal Challengers Bangalore",20,0,18,"All","All",Inf,6.66666666666667
"Chris Gayle",2011,"Mumbai Indians","Royal Challengers Bangalore",11,0,18,"All","All",Inf,3.66666666666667
"Chris Gayle",2011,"Pune Warriors","Royal Challengers Bangalore",8,1,12,"All","All",8,4
"Chris Gayle",2011,"Punjab Kings","Royal Challengers Bangalore",56,3,48,"All","All",18.6666666666667,7
"Chris Gayle",2011,"Rajasthan Royals","Royal Challengers Bangalore",23,1,18,"All","All",23,7.66666666666667
"Chris Gayle",2012,"Deccan Chargers","Royal Challengers Bangalore",6,0,6,"All","All",Inf,6
"Chris Gayle",2012,"Mumbai Indians","Royal Challengers Bangalore",39,0,16,"All","All",Inf,14.625
"Chris Gayle",2012,"Rajasthan Royals","Royal Challengers Bangalore",21,0,6,"All","All",Inf,21
"Chris Gayle",2013,"Delhi Capitals","Royal Challengers Bangalore",8,0,6,"All","All",Inf,8
"Chris Gayle",2013,"Pune Warriors","Royal Challengers Bangalore",10,3,12,"All","All",3.33333333333333,5
"Chris Gayle",2013,"Punjab Kings","Royal Challengers Bangalore",22,0,6,"All","All",Inf,22
"Chris Gayle",2015,"Delhi Capitals","Royal Challengers Bangalore",15,0,12,"All","All",Inf,7.5
"Chris Gayle",2016,"Delhi Capitals","Royal Challengers Bangalore",11,2,12,"All","All",5.5,5.5
"Chris Gayle",2016,"Gujarat Lions","Royal Challengers Bangalore",3,0,12,"All","All",Inf,1.5
"Chris Gayle",2016,"Punjab Kings","Royal Challengers Bangalore",25,0,18,"All","All",Inf,8.33333333333333
"Chris Gayle",2016,"Sunrisers Hyderabad","Royal Challengers Bangalore",24,0,18,"All","All",Inf,8
"Chris Gayle",2020,"Chennai Super Kings","Punjab Kings",5,0,5,"All","All",Inf,6
"Chris Green",2020,"Mumbai Indians","Kolkata Knight Riders",24,0,17,"All","All",Inf,8.47058823529412
"Chris Jordan",2016,"Delhi Capitals","Royal Challengers Bangalore",10,1,12,"All","All",10,5
"Chris Jordan",2016,"Gujarat Lions","Royal Challengers Bangalore",37,6,42,"All","All",6.16666666666667,5.28571428571429
"Chris Jordan",2016,"Kolkata Knight Riders","Royal Challengers Bangalore",22,0,18,"All","All",Inf,7.33333333333333
"Chris Jordan",2016,"Mumbai Indians","Royal Challengers Bangalore",37,0,18,"All","All",Inf,12.3333333333333
"Chris Jordan",2016,"Punjab Kings","Royal Challengers Bangalore",64,0,30,"All","All",Inf,12.8
"Chris Jordan",2016,"Rising Pune Supergiants","Royal Challengers Bangalore",43,1,24,"All","All",43,10.75
"Chris Jordan",2016,"Sunrisers Hyderabad","Royal Challengers Bangalore",45,3,24,"All","All",15,11.25
"Chris Jordan",2017,"Kolkata Knight Riders","Sunrisers Hyderabad",9,1,6,"All","All",9,9
"Chris Jordan",2018,"Punjab Kings","Sunrisers Hyderabad",31,0,24,"All","All",Inf,7.75
"Chris Jordan",2020,"Chennai Super Kings","Punjab Kings",73,1,36,"All","All",73,12.1666666666667
"Chris Jordan",2020,"Delhi Capitals","Punjab Kings",56,0,24,"All","All",Inf,14
"Chris Jordan",2020,"Kolkata Knight Riders","Punjab Kings",62,2,48,"All","All",31,7.75
"Chris Jordan",2020,"Mumbai Indians","Punjab Kings",32,1,18,"All","All",32,10.6666666666667
"Chris Jordan",2020,"Rajasthan Royals","Punjab Kings",44,1,21,"All","All",44,12.5714285714286
"Chris Jordan",2020,"Royal Challengers Bangalore","Punjab Kings",20,1,18,"All","All",20,6.66666666666667
"Chris Jordan",2020,"Sunrisers Hyderabad","Punjab Kings",17,3,24,"All","All",5.66666666666667,4.25
"Chris Jordan",2021,"Chennai Super Kings","Punjab Kings",20,2,18,"All","All",10,6.66666666666667
"Chris Jordan",2021,"Delhi Capitals","Punjab Kings",21,1,12,"All","All",21,10.5
"Chris Jordan",2021,"Kolkata Knight Riders","Punjab Kings",24,0,18,"All","All",Inf,8
"Chris Jordan",2021,"Royal Challengers Bangalore","Punjab Kings",31,1,24,"All","All",31,7.75
"Chris Jordan",2022,"Gujarat Titans","Chennai Super Kings",58,0,23,"All","All",Inf,15.1304347826087
"Chris Jordan",2022,"Punjab Kings","Chennai Super Kings",23,2,24,"All","All",11.5,5.75
"Chris Jordan",2022,"Royal Challengers Bangalore","Chennai Super Kings",20,0,12,"All","All",Inf,10
"Chris Jordan",2022,"Sunrisers Hyderabad","Chennai Super Kings",34,0,18,"All","All",Inf,11.3333333333333
"Chris Morris",2013,"Delhi Capitals","Chennai Super Kings",13,1,12,"All","All",13,6.5
"Chris Morris",2013,"Kolkata Knight Riders","Chennai Super Kings",41,2,36,"All","All",20.5,6.83333333333333
"Chris Morris",2013,"Mumbai Indians","Chennai Super Kings",65,2,60,"All","All",32.5,6.5
"Chris Morris",2013,"Pune Warriors","Chennai Super Kings",46,3,42,"All","All",15.3333333333333,6.57142857142857
"Chris Morris",2013,"Punjab Kings","Chennai Super Kings",58,2,42,"All","All",29,8.28571428571428
"Chris Morris",2013,"Rajasthan Royals","Chennai Super Kings",68,1,42,"All","All",68,9.71428571428572
"Chris Morris",2013,"Royal Challengers Bangalore","Chennai Super Kings",62,3,36,"All","All",20.6666666666667,10.3333333333333
"Chris Morris",2013,"Sunrisers Hyderabad","Chennai Super Kings",48,1,30,"All","All",48,9.6
"Chris Morris",2015,"Chennai Super Kings","Rajasthan Royals",38,4,48,"All","All",9.5,4.75
"Chris Morris",2015,"Delhi Capitals","Rajasthan Royals",35,2,24,"All","All",17.5,8.75
"Chris Morris",2015,"Kolkata Knight Riders","Rajasthan Royals",23,4,24,"All","All",5.75,5.75
"Chris Morris",2015,"Mumbai Indians","Rajasthan Royals",34,1,24,"All","All",34,8.5
"Chris Morris",2015,"Punjab Kings","Rajasthan Royals",55,1,48,"All","All",55,6.875
"Chris Morris",2015,"Royal Challengers Bangalore","Rajasthan Royals",65,1,42,"All","All",65,9.28571428571429
"Chris Morris",2015,"Sunrisers Hyderabad","Rajasthan Royals",61,0,42,"All","All",Inf,8.71428571428571
"Chris Morris",2016,"Gujarat Lions","Delhi Capitals",67,3,48,"All","All",22.3333333333333,8.375
"Chris Morris",2016,"Kolkata Knight Riders","Delhi Capitals",40,1,42,"All","All",40,5.71428571428571
"Chris Morris",2016,"Mumbai Indians","Delhi Capitals",61,3,48,"All","All",20.3333333333333,7.625
"Chris Morris",2016,"Punjab Kings","Delhi Capitals",49,3,48,"All","All",16.3333333333333,6.125
"Chris Morris",2016,"Rising Pune Supergiants","Delhi Capitals",12,1,12,"All","All",12,6
"Chris Morris",2016,"Royal Challengers Bangalore","Delhi Capitals",60,1,42,"All","All",60,8.57142857142857
"Chris Morris",2016,"Sunrisers Hyderabad","Delhi Capitals",19,1,24,"All","All",19,4.75
"Chris Morris",2017,"Kolkata Knight Riders","Delhi Capitals",69,1,42,"All","All",69,9.85714285714286
"Chris Morris",2017,"Mumbai Indians","Delhi Capitals",33,0,24,"All","All",Inf,8.25
"Chris Morris",2017,"Punjab Kings","Delhi Capitals",36,3,36,"All","All",12,6
"Chris Morris",2017,"Rising Pune Supergiants","Delhi Capitals",19,1,12,"All","All",19,9.5
"Chris Morris",2017,"Royal Challengers Bangalore","Delhi Capitals",21,3,24,"All","All",7,5.25
"Chris Morris",2017,"Sunrisers Hyderabad","Delhi Capitals",62,4,48,"All","All",15.5,7.75
"Chris Morris",2018,"Kolkata Knight Riders","Delhi Capitals",41,2,24,"All","All",20.5,10.25
"Chris Morris",2018,"Punjab Kings","Delhi Capitals",25,1,18,"All","All",25,8.33333333333333
"Chris Morris",2018,"Rajasthan Royals","Delhi Capitals",34,0,18,"All","All",Inf,11.3333333333333
"Chris Morris",2018,"Royal Challengers Bangalore","Delhi Capitals",43,0,24,"All","All",Inf,10.75
"Chris Morris",2019,"Chennai Super Kings","Delhi Capitals",47,1,24,"All","All",47,11.75
"Chris Morris",2019,"Kolkata Knight Riders","Delhi Capitals",73,3,48,"All","All",24.3333333333333,9.125
"Chris Morris",2019,"Mumbai Indians","Delhi Capitals",39,0,18,"All","All",Inf,13
"Chris Morris",2019,"Punjab Kings","Delhi Capitals",30,3,24,"All","All",10,7.5
"Chris Morris",2019,"Rajasthan Royals","Delhi Capitals",41,1,24,"All","All",41,10.25
"Chris Morris",2019,"Royal Challengers Bangalore","Delhi Capitals",28,2,24,"All","All",14,7
"Chris Morris",2019,"Sunrisers Hyderabad","Delhi Capitals",48,3,36,"All","All",16,8
"Chris Morris",2020,"Chennai Super Kings","Royal Challengers Bangalore",55,4,46,"All","All",13.75,7.17391304347826
"Chris Morris",2020,"Delhi Capitals","Royal Challengers Bangalore",19,0,12,"All","All",Inf,9.5
"Chris Morris",2020,"Kolkata Knight Riders","Royal Challengers Bangalore",33,2,48,"All","All",16.5,4.125
"Chris Morris",2020,"Mumbai Indians","Royal Challengers Bangalore",36,1,24,"All","All",36,9
"Chris Morris",2020,"Punjab Kings","Royal Challengers Bangalore",22,0,24,"All","All",Inf,5.5
"Chris Morris",2020,"Rajasthan Royals","Royal Challengers Bangalore",26,4,24,"All","All",6.5,6.5
"Chris Morris",2020,"Sunrisers Hyderabad","Royal Challengers Bangalore",19,0,12,"All","All",Inf,9.5
"Chris Morris",2021,"Chennai Super Kings","Rajasthan Royals",33,2,24,"All","All",16.5,8.25
"Chris Morris",2021,"Delhi Capitals","Rajasthan Royals",27,1,18,"All","All",27,9
"Chris Morris",2021,"Kolkata Knight Riders","Rajasthan Royals",51,5,48,"All","All",10.2,6.375
"Chris Morris",2021,"Mumbai Indians","Rajasthan Royals",33,2,24,"All","All",16.5,8.25
"Chris Morris",2021,"Punjab Kings","Rajasthan Royals",88,2,48,"All","All",44,11
"Chris Morris",2021,"Royal Challengers Bangalore","Rajasthan Royals",88,0,42,"All","All",Inf,12.5714285714286
"Chris Morris",2021,"Sunrisers Hyderabad","Rajasthan Royals",56,3,42,"All","All",18.6666666666667,8
"Chris Woakes",2017,"Delhi Capitals","Kolkata Knight Riders",51,1,42,"All","All",51,7.28571428571428
"Chris Woakes",2017,"Gujarat Lions","Kolkata Knight Riders",55,1,30,"All","All",55,11
"Chris Woakes",2017,"Mumbai Indians","Kolkata Knight Riders",34,1,24,"All","All",34,8.5
"Chris Woakes",2017,"Punjab Kings","Kolkata Knight Riders",50,4,42,"All","All",12.5,7.14285714285714
"Chris Woakes",2017,"Rising Pune Supergiants","Kolkata Knight Riders",56,3,42,"All","All",18.6666666666667,8
"Chris Woakes",2017,"Royal Challengers Bangalore","Kolkata Knight Riders",45,4,36,"All","All",11.25,7.5
"Chris Woakes",2017,"Sunrisers Hyderabad","Kolkata Knight Riders",95,3,48,"All","All",31.6666666666667,11.875
"Chris Woakes",2018,"Delhi Capitals","Royal Challengers Bangalore",40,0,24,"All","All",Inf,10
"Chris Woakes",2018,"Kolkata Knight Riders","Royal Challengers Bangalore",36,3,24,"All","All",12,9
"Chris Woakes",2018,"Mumbai Indians","Royal Challengers Bangalore",31,1,18,"All","All",31,10.3333333333333
"Chris Woakes",2018,"Punjab Kings","Royal Challengers Bangalore",36,2,20,"All","All",18,10.8
"Chris Woakes",2018,"Rajasthan Royals","Royal Challengers Bangalore",47,2,24,"All","All",23.5,11.75
"Chris Woakes",2021,"Chennai Super Kings","Delhi Capitals",18,2,18,"All","All",9,6
"Chris Woakes",2021,"Punjab Kings","Delhi Capitals",42,1,24,"All","All",42,10.5
"Chris Woakes",2021,"Rajasthan Royals","Delhi Capitals",22,2,24,"All","All",11,5.5
