"Bowling_Team","Bowler","Season","Batting_Team","Runs","Wickets","Balls","Stadium","Average","Economy"
"Kolkata Knight Riders","Manoj Tiwary",2010,"Mumbai Indians",11,1,6,"All",11,11
"Kolkata Knight Riders","Manoj Tiwary",2011,"Punjab Kings",9,0,6,"All",Inf,9
"Kolkata Knight Riders","Manoj Tiwary",2011,"Royal Challengers Bangalore",14,0,6,"All",Inf,14
"Kolkata Knight Riders","Marchant de Lange",2012,"Chennai Super Kings",37,0,18,"All",Inf,12.3333333333333
"Kolkata Knight Riders","Marchant de Lange",2012,"Delhi Capitals",36,0,18,"All",Inf,12
"Kolkata Knight Riders","Marchant de Lange",2012,"Pune Warriors",34,3,24,"All",11.3333333333333,8.5
"Kolkata Knight Riders","Mashrafe Mortaza",2009,"Deccan Chargers",58,0,24,"All",Inf,14.5
"Kolkata Knight Riders","Mitchell Johnson",2018,"Chennai Super Kings",51,0,24,"All",Inf,12.75
"Kolkata Knight Riders","Mitchell Johnson",2018,"Delhi Capitals",42,0,24,"All",Inf,10.5
"Kolkata Knight Riders","Mitchell Johnson",2018,"Mumbai Indians",25,0,18,"All",Inf,8.33333333333333
"Kolkata Knight Riders","Mitchell Johnson",2018,"Royal Challengers Bangalore",68,1,42,"All",68,9.71428571428572
"Kolkata Knight Riders","Mitchell Johnson",2018,"Sunrisers Hyderabad",30,1,18,"All",30,10
"Kolkata Knight Riders","Mohammad Hafeez",2008,"Chennai Super Kings",16,0,12,"All",Inf,8
"Kolkata Knight Riders","Mohammad Hafeez",2008,"Deccan Chargers",8,1,24,"All",8,2
"Kolkata Knight Riders","Mohammad Hafeez",2008,"Mumbai Indians",16,0,6,"All",Inf,16
"Kolkata Knight Riders","Mohammad Hafeez",2008,"Punjab Kings",28,1,18,"All",28,9.33333333333333
"Kolkata Knight Riders","Mohammed Shami",2013,"Chennai Super Kings",20,0,12,"All",Inf,10
"Kolkata Knight Riders","Mohammed Shami",2013,"Rajasthan Royals",26,0,18,"All",Inf,8.66666666666667
"Kolkata Knight Riders","Mohammed Shami",2013,"Sunrisers Hyderabad",32,1,24,"All",32,8
"Kolkata Knight Riders","Mohnish Parmar",2010,"Deccan Chargers",33,0,18,"All",Inf,11
"Kolkata Knight Riders","Moises Henriques",2009,"Deccan Chargers",4,0,1,"All",Inf,24
"Kolkata Knight Riders","Moises Henriques",2009,"Delhi Capitals",71,1,48,"All",71,8.875
"Kolkata Knight Riders","Moises Henriques",2009,"Punjab Kings",32,1,24,"All",32,8
"Kolkata Knight Riders","Morne Morkel",2014,"Delhi Capitals",41,2,24,"All",20.5,10.25
"Kolkata Knight Riders","Morne Morkel",2014,"Mumbai Indians",51,3,48,"All",17,6.375
"Kolkata Knight Riders","Morne Morkel",2014,"Punjab Kings",109,5,96,"All",21.8,6.8125
"Kolkata Knight Riders","Morne Morkel",2014,"Rajasthan Royals",40,1,24,"All",40,10
"Kolkata Knight Riders","Morne Morkel",2014,"Royal Challengers Bangalore",55,0,48,"All",Inf,6.875
"Kolkata Knight Riders","Morne Morkel",2014,"Sunrisers Hyderabad",71,1,48,"All",71,8.875
"Kolkata Knight Riders","Morne Morkel",2015,"Delhi Capitals",30,2,24,"All",15,7.5
"Kolkata Knight Riders","Morne Morkel",2015,"Mumbai Indians",45,3,48,"All",15,5.625
"Kolkata Knight Riders","Morne Morkel",2015,"Punjab Kings",27,2,24,"All",13.5,6.75
"Kolkata Knight Riders","Morne Morkel",2015,"Rajasthan Royals",38,0,24,"All",Inf,9.5
"Kolkata Knight Riders","Morne Morkel",2015,"Royal Challengers Bangalore",35,1,24,"All",35,8.75
"Kolkata Knight Riders","Morne Morkel",2015,"Sunrisers Hyderabad",31,2,24,"All",15.5,7.75
"Kolkata Knight Riders","Morne Morkel",2016,"Gujarat Lions",77,1,45,"All",77,10.2666666666667
"Kolkata Knight Riders","Morne Morkel",2016,"Punjab Kings",54,3,48,"All",18,6.75
"Kolkata Knight Riders","Morne Morkel",2016,"Rising Pune Supergiants",52,0,36,"All",Inf,8.66666666666667
"Kolkata Knight Riders","Morne Morkel",2016,"Royal Challengers Bangalore",48,2,36,"All",24,8
"Kolkata Knight Riders","Morne Morkel",2016,"Sunrisers Hyderabad",66,4,48,"All",16.5,8.25
"Kolkata Knight Riders","Murali Kartik",2008,"Chennai Super Kings",33,0,18,"All",Inf,11
"Kolkata Knight Riders","Murali Kartik",2008,"Deccan Chargers",46,3,40,"All",15.3333333333333,6.9
"Kolkata Knight Riders","Murali Kartik",2008,"Mumbai Indians",24,0,18,"All",Inf,8
"Kolkata Knight Riders","Murali Kartik",2008,"Royal Challengers Bangalore",24,0,12,"All",Inf,12
"Kolkata Knight Riders","Murali Kartik",2009,"Chennai Super Kings",27,0,18,"All",Inf,9
"Kolkata Knight Riders","Murali Kartik",2009,"Deccan Chargers",35,1,48,"All",35,4.375
"Kolkata Knight Riders","Murali Kartik",2009,"Delhi Capitals",38,0,48,"All",Inf,4.75
"Kolkata Knight Riders","Murali Kartik",2009,"Mumbai Indians",20,1,18,"All",20,6.66666666666667
"Kolkata Knight Riders","Murali Kartik",2009,"Punjab Kings",27,0,24,"All",Inf,6.75
"Kolkata Knight Riders","Murali Kartik",2009,"Royal Challengers Bangalore",54,2,48,"All",27,6.75
"Kolkata Knight Riders","Murali Kartik",2010,"Chennai Super Kings",21,0,24,"All",Inf,5.25
"Kolkata Knight Riders","Murali Kartik",2010,"Deccan Chargers",46,2,42,"All",23,6.57142857142857
"Kolkata Knight Riders","Murali Kartik",2010,"Delhi Capitals",26,0,24,"All",Inf,6.5
"Kolkata Knight Riders","Murali Kartik",2010,"Mumbai Indians",41,3,48,"All",13.6666666666667,5.125
"Kolkata Knight Riders","Murali Kartik",2010,"Punjab Kings",41,1,24,"All",41,10.25
"Kolkata Knight Riders","Murali Kartik",2010,"Rajasthan Royals",56,1,48,"All",56,7
"Kolkata Knight Riders","Murali Kartik",2010,"Royal Challengers Bangalore",22,2,24,"All",11,5.5
"Kolkata Knight Riders","Nathan Coulter-Nile",2017,"Delhi Capitals",56,6,48,"All",9.33333333333333,7
"Kolkata Knight Riders","Nathan Coulter-Nile",2017,"Gujarat Lions",41,2,20,"All",20.5,12.3
"Kolkata Knight Riders","Nathan Coulter-Nile",2017,"Mumbai Indians",15,1,18,"All",15,5
"Kolkata Knight Riders","Nathan Coulter-Nile",2017,"Rising Pune Supergiants",41,0,18,"All",Inf,13.6666666666667
"Kolkata Knight Riders","Nathan Coulter-Nile",2017,"Royal Challengers Bangalore",21,3,18,"All",7,7
"Kolkata Knight Riders","Nathan Coulter-Nile",2017,"Sunrisers Hyderabad",54,3,48,"All",18,6.75
"Kolkata Knight Riders","Nitish Rana",2018,"Mumbai Indians",17,0,12,"All",Inf,8.5
"Kolkata Knight Riders","Nitish Rana",2018,"Punjab Kings",0,0,1,"All",NA,0
"Kolkata Knight Riders","Nitish Rana",2018,"Rajasthan Royals",11,2,12,"All",5.5,5.5
"Kolkata Knight Riders","Nitish Rana",2018,"Royal Challengers Bangalore",11,2,6,"All",5.5,11
"Kolkata Knight Riders","Nitish Rana",2018,"Sunrisers Hyderabad",5,0,6,"All",Inf,5
"Kolkata Knight Riders","Nitish Rana",2019,"Delhi Capitals",20,1,18,"All",20,6.66666666666667
"Kolkata Knight Riders","Nitish Rana",2019,"Punjab Kings",8,1,6,"All",8,8
"Kolkata Knight Riders","Nitish Rana",2019,"Rajasthan Royals",13,0,6,"All",Inf,13
"Kolkata Knight Riders","Nitish Rana",2019,"Royal Challengers Bangalore",22,1,12,"All",22,11
"Kolkata Knight Riders","Nitish Rana",2019,"Sunrisers Hyderabad",9,0,6,"All",Inf,9
"Kolkata Knight Riders","Nitish Rana",2020,"Chennai Super Kings",16,0,6,"All",Inf,16
"Kolkata Knight Riders","Nitish Rana",2020,"Punjab Kings",7,0,6,"All",Inf,7
"Kolkata Knight Riders","Nitish Rana",2021,"Mumbai Indians",5,0,6,"All",Inf,5
"Kolkata Knight Riders","Nitish Rana",2021,"Punjab Kings",7,0,6,"All",Inf,7
"Kolkata Knight Riders","Nitish Rana",2022,"Delhi Capitals",14,0,6,"All",Inf,14
"Kolkata Knight Riders","Nitish Rana",2022,"Lucknow Super Giants",9,0,6,"All",Inf,9
"Kolkata Knight Riders","Pat Cummins",2014,"Chennai Super Kings",29,1,24,"All",29,7.25
"Kolkata Knight Riders","Pat Cummins",2015,"Chennai Super Kings",79,1,48,"All",79,9.875
"Kolkata Knight Riders","Pat Cummins",2015,"Royal Challengers Bangalore",18,0,12,"All",Inf,9
"Kolkata Knight Riders","Pat Cummins",2020,"Chennai Super Kings",56,2,48,"All",28,7
"Kolkata Knight Riders","Pat Cummins",2020,"Delhi Capitals",66,3,48,"All",22,8.25
"Kolkata Knight Riders","Pat Cummins",2020,"Mumbai Indians",77,0,36,"All",Inf,12.8333333333333
"Kolkata Knight Riders","Pat Cummins",2020,"Punjab Kings",60,0,48,"All",Inf,7.5
"Kolkata Knight Riders","Pat Cummins",2020,"Rajasthan Royals",47,5,42,"All",9.4,6.71428571428571
"Kolkata Knight Riders","Pat Cummins",2020,"Royal Challengers Bangalore",56,0,42,"All",Inf,8
"Kolkata Knight Riders","Pat Cummins",2020,"Sunrisers Hyderabad",47,2,48,"All",23.5,5.875
"Kolkata Knight Riders","Pat Cummins",2021,"Chennai Super Kings",58,0,24,"All",Inf,14.5
"Kolkata Knight Riders","Pat Cummins",2021,"Delhi Capitals",24,3,24,"All",8,6
"Kolkata Knight Riders","Pat Cummins",2021,"Mumbai Indians",24,2,24,"All",12,6
"Kolkata Knight Riders","Pat Cummins",2021,"Punjab Kings",31,2,18,"All",15.5,10.3333333333333
"Kolkata Knight Riders","Pat Cummins",2021,"Rajasthan Royals",36,0,23,"All",Inf,9.39130434782609
"Kolkata Knight Riders","Pat Cummins",2021,"Royal Challengers Bangalore",34,1,24,"All",34,8.5
"Kolkata Knight Riders","Pat Cummins",2021,"Sunrisers Hyderabad",30,1,24,"All",30,7.5
"Kolkata Knight Riders","Pat Cummins",2022,"Delhi Capitals",51,0,24,"All",Inf,12.75
"Kolkata Knight Riders","Pat Cummins",2022,"Mumbai Indians",71,5,48,"All",14.2,8.875
"Kolkata Knight Riders","Pat Cummins",2022,"Rajasthan Royals",50,1,24,"All",50,12.5
"Kolkata Knight Riders","Pat Cummins",2022,"Sunrisers Hyderabad",40,1,23,"All",40,10.4347826086957
"Kolkata Knight Riders","Piyush Chawla",2014,"Chennai Super Kings",73,1,42,"All",73,10.4285714285714
"Kolkata Knight Riders","Piyush Chawla",2014,"Delhi Capitals",27,1,15,"All",27,10.8
"Kolkata Knight Riders","Piyush Chawla",2014,"Mumbai Indians",47,2,42,"All",23.5,6.71428571428571
"Kolkata Knight Riders","Piyush Chawla",2014,"Punjab Kings",105,9,96,"All",11.6666666666667,6.5625
"Kolkata Knight Riders","Piyush Chawla",2014,"Rajasthan Royals",27,0,18,"All",Inf,9
"Kolkata Knight Riders","Piyush Chawla",2014,"Sunrisers Hyderabad",24,1,24,"All",24,6
"Kolkata Knight Riders","Piyush Chawla",2015,"Chennai Super Kings",47,3,48,"All",15.6666666666667,5.875
"Kolkata Knight Riders","Piyush Chawla",2015,"Delhi Capitals",59,6,48,"All",9.83333333333333,7.375
"Kolkata Knight Riders","Piyush Chawla",2015,"Mumbai Indians",25,0,18,"All",Inf,8.33333333333333
"Kolkata Knight Riders","Piyush Chawla",2015,"Punjab Kings",64,0,42,"All",Inf,9.14285714285714
"Kolkata Knight Riders","Piyush Chawla",2015,"Rajasthan Royals",12,0,6,"All",Inf,12
"Kolkata Knight Riders","Piyush Chawla",2015,"Royal Challengers Bangalore",31,1,18,"All",31,10.3333333333333
"Kolkata Knight Riders","Piyush Chawla",2015,"Sunrisers Hyderabad",31,1,30,"All",31,6.2
"Kolkata Knight Riders","Piyush Chawla",2016,"Delhi Capitals",45,2,36,"All",22.5,7.5
"Kolkata Knight Riders","Piyush Chawla",2016,"Gujarat Lions",30,1,24,"All",30,7.5
"Kolkata Knight Riders","Piyush Chawla",2016,"Mumbai Indians",29,1,19,"All",29,9.15789473684211
"Kolkata Knight Riders","Piyush Chawla",2016,"Punjab Kings",45,3,42,"All",15,6.42857142857143
"Kolkata Knight Riders","Piyush Chawla",2016,"Rising Pune Supergiants",47,2,42,"All",23.5,6.71428571428571
"Kolkata Knight Riders","Piyush Chawla",2016,"Royal Challengers Bangalore",64,2,43,"All",32,8.93023255813953
"Kolkata Knight Riders","Piyush Chawla",2016,"Sunrisers Hyderabad",13,0,6,"All",Inf,13
"Kolkata Knight Riders","Piyush Chawla",2017,"Gujarat Lions",33,1,24,"All",33,8.25
"Kolkata Knight Riders","Piyush Chawla",2017,"Mumbai Indians",34,2,24,"All",17,8.5
"Kolkata Knight Riders","Piyush Chawla",2017,"Punjab Kings",36,1,18,"All",36,12
"Kolkata Knight Riders","Piyush Chawla",2017,"Rising Pune Supergiants",36,1,24,"All",36,9
"Kolkata Knight Riders","Piyush Chawla",2017,"Royal Challengers Bangalore",13,0,12,"All",Inf,6.5
"Kolkata Knight Riders","Piyush Chawla",2017,"Sunrisers Hyderabad",27,1,18,"All",27,9
"Kolkata Knight Riders","Piyush Chawla",2018,"Chennai Super Kings",84,3,48,"All",28,10.5
"Kolkata Knight Riders","Piyush Chawla",2018,"Delhi Capitals",49,2,36,"All",24.5,8.16666666666667
"Kolkata Knight Riders","Piyush Chawla",2018,"Mumbai Indians",83,3,42,"All",27.6666666666667,11.8571428571429
"Kolkata Knight Riders","Piyush Chawla",2018,"Punjab Kings",40,0,24,"All",Inf,10
"Kolkata Knight Riders","Piyush Chawla",2018,"Rajasthan Royals",42,3,48,"All",14,5.25
"Kolkata Knight Riders","Piyush Chawla",2018,"Royal Challengers Bangalore",53,1,42,"All",53,7.57142857142857
"Kolkata Knight Riders","Piyush Chawla",2018,"Sunrisers Hyderabad",61,2,54,"All",30.5,6.77777777777778
"Kolkata Knight Riders","Piyush Chawla",2019,"Chennai Super Kings",60,3,46,"All",20,7.82608695652174
"Kolkata Knight Riders","Piyush Chawla",2019,"Delhi Capitals",71,1,41,"All",71,10.390243902439
"Kolkata Knight Riders","Piyush Chawla",2019,"Mumbai Indians",57,1,24,"All",57,14.25
"Kolkata Knight Riders","Piyush Chawla",2019,"Punjab Kings",69,1,42,"All",69,9.85714285714286
"Kolkata Knight Riders","Piyush Chawla",2019,"Rajasthan Royals",39,3,48,"All",13,4.875
"Kolkata Knight Riders","Piyush Chawla",2019,"Royal Challengers Bangalore",42,0,30,"All",Inf,8.4
"Kolkata Knight Riders","Piyush Chawla",2019,"Sunrisers Hyderabad",61,1,36,"All",61,10.1666666666667
"Kolkata Knight Riders","Pradeep Sangwan",2012,"Delhi Capitals",42,1,24,"All",42,10.5
"Kolkata Knight Riders","Pradeep Sangwan",2013,"Royal Challengers Bangalore",34,0,12,"All",Inf,17
"Kolkata Knight Riders","Pradeep Sangwan",2013,"Sunrisers Hyderabad",17,0,12,"All",Inf,8.5
"Kolkata Knight Riders","Prasidh Krishna",2018,"Mumbai Indians",80,1,48,"All",80,10
"Kolkata Knight Riders","Prasidh Krishna",2018,"Punjab Kings",31,2,24,"All",15.5,7.75
"Kolkata Knight Riders","Prasidh Krishna",2018,"Rajasthan Royals",63,3,48,"All",21,7.875
"Kolkata Knight Riders","Prasidh Krishna",2018,"Sunrisers Hyderabad",86,4,48,"All",21.5,10.75
"Kolkata Knight Riders","Prasidh Krishna",2019,"Chennai Super Kings",53,0,48,"All",Inf,6.625
"Kolkata Knight Riders","Prasidh Krishna",2019,"Delhi Capitals",58,1,42,"All",58,8.28571428571428
"Kolkata Knight Riders","Prasidh Krishna",2019,"Mumbai Indians",22,1,18,"All",22,7.33333333333333
"Kolkata Knight Riders","Prasidh Krishna",2019,"Punjab Kings",42,0,24,"All",Inf,10.5
"Kolkata Knight Riders","Prasidh Krishna",2019,"Rajasthan Royals",78,2,44,"All",39,10.6363636363636
"Kolkata Knight Riders","Prasidh Krishna",2019,"Royal Challengers Bangalore",93,0,42,"All",Inf,13.2857142857143
"Kolkata Knight Riders","Prasidh Krishna",2019,"Sunrisers Hyderabad",31,0,24,"All",Inf,7.75
"Kolkata Knight Riders","Prasidh Krishna",2020,"Delhi Capitals",19,0,12,"All",Inf,9.5
"Kolkata Knight Riders","Prasidh Krishna",2020,"Mumbai Indians",30,0,12,"All",Inf,15
"Kolkata Knight Riders","Prasidh Krishna",2020,"Punjab Kings",53,3,42,"All",17.6666666666667,7.57142857142857
"Kolkata Knight Riders","Prasidh Krishna",2020,"Royal Challengers Bangalore",62,1,39,"All",62,9.53846153846154
"Kolkata Knight Riders","Prasidh Krishna",2021,"Chennai Super Kings",90,1,48,"All",90,11.25
"Kolkata Knight Riders","Prasidh Krishna",2021,"Delhi Capitals",36,0,21,"All",Inf,10.2857142857143
"Kolkata Knight Riders","Prasidh Krishna",2021,"Mumbai Indians",85,3,48,"All",28.3333333333333,10.625
"Kolkata Knight Riders","Prasidh Krishna",2021,"Punjab Kings",30,3,24,"All",10,7.5
"Kolkata Knight Riders","Prasidh Krishna",2021,"Rajasthan Royals",20,1,18,"All",20,6.66666666666667
"Kolkata Knight Riders","Prasidh Krishna",2021,"Royal Challengers Bangalore",55,2,48,"All",27.5,6.875
"Kolkata Knight Riders","Prasidh Krishna",2021,"Sunrisers Hyderabad",35,2,24,"All",17.5,8.75
"Kolkata Knight Riders","Prithvi Raj",2019,"Rajasthan Royals",28,0,12,"All",Inf,14
"Kolkata Knight Riders","Prithvi Raj",2019,"Sunrisers Hyderabad",29,1,18,"All",29,9.66666666666667
"Kolkata Knight Riders","Rajagopal Sathish",2016,"Mumbai Indians",30,0,12,"All",Inf,15
"Kolkata Knight Riders","Rajagopal Sathish",2016,"Rising Pune Supergiants",20,1,18,"All",20,6.66666666666667
"Kolkata Knight Riders","Rajagopal Sathish",2016,"Sunrisers Hyderabad",9,0,6,"All",Inf,9
"Kolkata Knight Riders","Rajat Bhatia",2011,"Chennai Super Kings",29,0,30,"All",Inf,5.8
"Kolkata Knight Riders","Rajat Bhatia",2011,"Deccan Chargers",55,4,48,"All",13.75,6.875
"Kolkata Knight Riders","Rajat Bhatia",2011,"Kochi Tuskers Kerala",22,1,18,"All",22,7.33333333333333
"Kolkata Knight Riders","Rajat Bhatia",2011,"Mumbai Indians",31,3,30,"All",10.3333333333333,6.2
"Kolkata Knight Riders","Rajat Bhatia",2011,"Pune Warriors",11,0,12,"All",Inf,5.5
"Kolkata Knight Riders","Rajat Bhatia",2011,"Punjab Kings",18,0,24,"All",Inf,4.5
"Kolkata Knight Riders","Rajat Bhatia",2011,"Rajasthan Royals",16,0,12,"All",Inf,8
"Kolkata Knight Riders","Rajat Bhatia",2011,"Royal Challengers Bangalore",28,0,18,"All",Inf,9.33333333333333
"Kolkata Knight Riders","Rajat Bhatia",2012,"Chennai Super Kings",78,3,60,"All",26,7.8
"Kolkata Knight Riders","Rajat Bhatia",2012,"Deccan Chargers",26,1,24,"All",26,6.5
"Kolkata Knight Riders","Rajat Bhatia",2012,"Delhi Capitals",49,2,43,"All",24.5,6.83720930232558
"Kolkata Knight Riders","Rajat Bhatia",2012,"Mumbai Indians",41,0,24,"All",Inf,10.25
"Kolkata Knight Riders","Rajat Bhatia",2012,"Pune Warriors",41,2,42,"All",20.5,5.85714285714286
"Kolkata Knight Riders","Rajat Bhatia",2012,"Punjab Kings",37,3,48,"All",12.3333333333333,4.625
"Kolkata Knight Riders","Rajat Bhatia",2012,"Rajasthan Royals",46,1,36,"All",46,7.66666666666667
"Kolkata Knight Riders","Rajat Bhatia",2012,"Royal Challengers Bangalore",71,1,42,"All",71,10.1428571428571
"Kolkata Knight Riders","Rajat Bhatia",2013,"Chennai Super Kings",43,1,36,"All",43,7.16666666666667
"Kolkata Knight Riders","Rajat Bhatia",2013,"Delhi Capitals",44,2,36,"All",22,7.33333333333333
"Kolkata Knight Riders","Rajat Bhatia",2013,"Mumbai Indians",54,2,35,"All",27,9.25714285714286
"Kolkata Knight Riders","Rajat Bhatia",2013,"Pune Warriors",45,1,36,"All",45,7.5
"Kolkata Knight Riders","Rajat Bhatia",2013,"Punjab Kings",47,1,36,"All",47,7.83333333333333
"Kolkata Knight Riders","Rajat Bhatia",2013,"Rajasthan Royals",42,2,42,"All",21,6
"Kolkata Knight Riders","Rajat Bhatia",2013,"Royal Challengers Bangalore",24,0,18,"All",Inf,8
"Kolkata Knight Riders","Rajat Bhatia",2013,"Sunrisers Hyderabad",33,2,24,"All",16.5,8.25
"Kolkata Knight Riders","Rasikh Salam",2022,"Delhi Capitals",10,0,6,"All",Inf,10
"Kolkata Knight Riders","Rasikh Salam",2022,"Mumbai Indians",18,0,18,"All",Inf,6
"Kolkata Knight Riders","Rohan Gavaskar",2010,"Royal Challengers Bangalore",8,0,6,"All",Inf,8
"Kolkata Knight Riders","Ryan McLaren",2013,"Mumbai Indians",60,2,24,"All",30,15
"Kolkata Knight Riders","Ryan McLaren",2013,"Royal Challengers Bangalore",34,1,18,"All",34,11.3333333333333
"Kolkata Knight Riders","Ryan ten Doeschate",2011,"Deccan Chargers",7,0,6,"All",Inf,7
"Kolkata Knight Riders","Ryan ten Doeschate",2012,"Royal Challengers Bangalore",24,1,18,"All",24,8
"Kolkata Knight Riders","Ryan ten Doeschate",2013,"Pune Warriors",10,0,12,"All",Inf,5
"Kolkata Knight Riders","Ryan ten Doeschate",2013,"Royal Challengers Bangalore",14,0,6,"All",Inf,14
"Kolkata Knight Riders","Ryan ten Doeschate",2014,"Punjab Kings",6,0,6,"All",Inf,6
"Kolkata Knight Riders","Ryan ten Doeschate",2014,"Rajasthan Royals",14,0,12,"All",Inf,7
"Kolkata Knight Riders","Ryan ten Doeschate",2014,"Sunrisers Hyderabad",15,1,12,"All",15,7.5
"Kolkata Knight Riders","Ryan ten Doeschate",2015,"Sunrisers Hyderabad",4,0,6,"All",Inf,4
"Kolkata Knight Riders","Sachithra Senanayake",2013,"Chennai Super Kings",18,1,24,"All",18,4.5
"Kolkata Knight Riders","Sachithra Senanayake",2013,"Mumbai Indians",50,1,24,"All",50,12.5
"Kolkata Knight Riders","Sachithra Senanayake",2013,"Pune Warriors",22,1,24,"All",22,5.5
"Kolkata Knight Riders","Sachithra Senanayake",2013,"Punjab Kings",57,2,48,"All",28.5,7.125
"Kolkata Knight Riders","Sachithra Senanayake",2013,"Rajasthan Royals",26,2,24,"All",13,6.5
"Kolkata Knight Riders","Sachithra Senanayake",2013,"Royal Challengers Bangalore",18,1,24,"All",18,4.5
"Kolkata Knight Riders","Sachithra Senanayake",2013,"Sunrisers Hyderabad",18,1,24,"All",18,4.5
"Kolkata Knight Riders","Sandeep Warrier",2019,"Mumbai Indians",54,0,48,"All",Inf,6.75
"Kolkata Knight Riders","Sandeep Warrier",2019,"Punjab Kings",31,2,24,"All",15.5,7.75
"Kolkata Knight Riders","Sandeep Warrier",2020,"Mumbai Indians",34,0,18,"All",Inf,11.3333333333333
"Kolkata Knight Riders","Sandeep Warrier",2021,"Delhi Capitals",15,0,12,"All",Inf,7.5
"Kolkata Knight Riders","Sarabjit Ladda",2011,"Chennai Super Kings",29,0,18,"All",Inf,9.66666666666667
"Kolkata Knight Riders","Sarabjit Ladda",2011,"Kochi Tuskers Kerala",13,0,6,"All",Inf,13
"Kolkata Knight Riders","Sarabjit Ladda",2013,"Punjab Kings",18,1,12,"All",18,9
"Kolkata Knight Riders","Shakib Al Hasan",2011,"Kochi Tuskers Kerala",28,3,24,"All",9.33333333333333,7
"Kolkata Knight Riders","Shakib Al Hasan",2011,"Mumbai Indians",50,2,44,"All",25,6.81818181818182
"Kolkata Knight Riders","Shakib Al Hasan",2011,"Pune Warriors",16,2,24,"All",8,4
"Kolkata Knight Riders","Shakib Al Hasan",2011,"Rajasthan Royals",52,4,48,"All",13,6.5
"Kolkata Knight Riders","Shakib Al Hasan",2011,"Royal Challengers Bangalore",29,0,13,"All",Inf,13.3846153846154
"Kolkata Knight Riders","Shakib Al Hasan",2012,"Chennai Super Kings",25,1,18,"All",25,8.33333333333333
"Kolkata Knight Riders","Shakib Al Hasan",2012,"Delhi Capitals",36,1,24,"All",36,9
"Kolkata Knight Riders","Shakib Al Hasan",2012,"Mumbai Indians",52,2,48,"All",26,6.5
"Kolkata Knight Riders","Shakib Al Hasan",2012,"Pune Warriors",18,2,24,"All",9,4.5
"Kolkata Knight Riders","Shakib Al Hasan",2012,"Punjab Kings",26,1,24,"All",26,6.5
"Kolkata Knight Riders","Shakib Al Hasan",2012,"Rajasthan Royals",17,3,24,"All",5.66666666666667,4.25
"Kolkata Knight Riders","Shakib Al Hasan",2012,"Royal Challengers Bangalore",21,2,18,"All",10.5,7
"Kolkata Knight Riders","Shakib Al Hasan",2014,"Chennai Super Kings",55,2,48,"All",27.5,6.875
"Kolkata Knight Riders","Shakib Al Hasan",2014,"Delhi Capitals",38,1,42,"All",38,5.42857142857143
"Kolkata Knight Riders","Shakib Al Hasan",2014,"Mumbai Indians",50,2,48,"All",25,6.25
