"Bowler","Season","Batting_Team","Stadium","Runs","Wickets","Balls","Bowling_Team","Striker","Average","Economy"
"Dwayne Bravo",2009,"Punjab Kings","Kingsmead",24,1,18,"All","All",24,8
"Dwayne Bravo",2009,"Punjab Kings","SuperSport Park",17,0,12,"All","All",Inf,8.5
"Dwayne Bravo",2009,"Rajasthan Royals","Kingsmead",30,1,18,"All","All",30,10
"Dwayne Bravo",2009,"Royal Challengers Bangalore","New Wanderers Stadium",32,0,18,"All","All",Inf,10.6666666666667
"Dwayne Bravo",2009,"Royal Challengers Bangalore","St George's Park",27,1,24,"All","All",27,6.75
"Dwayne Bravo",2010,"Chennai Super Kings","Brabourne Stadium",42,0,24,"All","All",Inf,10.5
"Dwayne Bravo",2010,"Chennai Super Kings","MA Chidambaram Stadium",21,1,12,"All","All",21,10.5
"Dwayne Bravo",2010,"Deccan Chargers","Brabourne Stadium",12,0,12,"All","All",Inf,6
"Dwayne Bravo",2010,"Deccan Chargers","Dr DY Patil Sports Academy",16,0,12,"All","All",Inf,8
"Dwayne Bravo",2010,"Delhi Capitals","Brabourne Stadium",26,0,12,"All","All",Inf,13
"Dwayne Bravo",2010,"Delhi Capitals","Feroz Shah Kotla",11,2,12,"All","All",5.5,5.5
"Dwayne Bravo",2010,"Kolkata Knight Riders","Brabourne Stadium",36,0,24,"All","All",Inf,9
"Dwayne Bravo",2010,"Kolkata Knight Riders","Eden Gardens",7,0,12,"All","All",Inf,3.5
"Dwayne Bravo",2010,"Punjab Kings","Brabourne Stadium",22,1,18,"All","All",22,7.33333333333333
"Dwayne Bravo",2010,"Royal Challengers Bangalore","Brabourne Stadium",35,0,19,"All","All",Inf,11.0526315789474
"Dwayne Bravo",2011,"Delhi Capitals","MA Chidambaram Stadium",21,2,18,"All","All",10.5,7
"Dwayne Bravo",2011,"Kochi Tuskers Kerala","MA Chidambaram Stadium",36,1,24,"All","All",36,9
"Dwayne Bravo",2011,"Rajasthan Royals","Sawai Mansingh Stadium",36,1,24,"All","All",36,9
"Dwayne Bravo",2011,"Royal Challengers Bangalore","M Chinnaswamy Stadium",21,0,24,"All","All",Inf,5.25
"Dwayne Bravo",2011,"Royal Challengers Bangalore","MA Chidambaram Stadium",15,1,12,"All","All",15,7.5
"Dwayne Bravo",2011,"Royal Challengers Bangalore","Wankhede Stadium",28,1,18,"All","All",28,9.33333333333333
"Dwayne Bravo",2012,"Deccan Chargers","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",10,0,6,"All","All",Inf,10
"Dwayne Bravo",2012,"Deccan Chargers","MA Chidambaram Stadium",35,0,24,"All","All",Inf,8.75
"Dwayne Bravo",2012,"Delhi Capitals","Feroz Shah Kotla",5,0,6,"All","All",Inf,5
"Dwayne Bravo",2012,"Delhi Capitals","MA Chidambaram Stadium",46,1,42,"All","All",46,6.57142857142857
"Dwayne Bravo",2012,"Kolkata Knight Riders","Eden Gardens",22,0,18,"All","All",Inf,7.33333333333333
"Dwayne Bravo",2012,"Kolkata Knight Riders","MA Chidambaram Stadium",76,3,46,"All","All",25.3333333333333,9.91304347826087
"Dwayne Bravo",2012,"Mumbai Indians","M Chinnaswamy Stadium",10,2,18,"All","All",5,3.33333333333333
"Dwayne Bravo",2012,"Mumbai Indians","MA Chidambaram Stadium",14,1,18,"All","All",14,4.66666666666667
"Dwayne Bravo",2012,"Mumbai Indians","Wankhede Stadium",39,2,24,"All","All",19.5,9.75
"Dwayne Bravo",2012,"Pune Warriors","MA Chidambaram Stadium",28,2,24,"All","All",14,7
"Dwayne Bravo",2012,"Pune Warriors","Subrata Roy Sahara Stadium",31,0,18,"All","All",Inf,10.3333333333333
"Dwayne Bravo",2012,"Punjab Kings","Himachal Pradesh Cricket Association Stadium",18,2,18,"All","All",9,6
"Dwayne Bravo",2012,"Punjab Kings","MA Chidambaram Stadium",28,2,24,"All","All",14,7
"Dwayne Bravo",2012,"Rajasthan Royals","MA Chidambaram Stadium",32,0,18,"All","All",Inf,10.6666666666667
"Dwayne Bravo",2012,"Rajasthan Royals","Sawai Mansingh Stadium",38,0,18,"All","All",Inf,12.6666666666667
"Dwayne Bravo",2012,"Royal Challengers Bangalore","MA Chidambaram Stadium",30,0,24,"All","All",Inf,7.5
"Dwayne Bravo",2013,"Delhi Capitals","Feroz Shah Kotla",8,1,9,"All","All",8,5.33333333333333
"Dwayne Bravo",2013,"Delhi Capitals","MA Chidambaram Stadium",19,2,24,"All","All",9.5,4.75
"Dwayne Bravo",2013,"Kolkata Knight Riders","Eden Gardens",14,1,12,"All","All",14,7
"Dwayne Bravo",2013,"Kolkata Knight Riders","MA Chidambaram Stadium",37,1,24,"All","All",37,9.25
"Dwayne Bravo",2013,"Mumbai Indians","Eden Gardens",42,4,24,"All","All",10.5,10.5
"Dwayne Bravo",2013,"Mumbai Indians","Feroz Shah Kotla",9,3,18,"All","All",3,3
"Dwayne Bravo",2013,"Mumbai Indians","MA Chidambaram Stadium",44,2,24,"All","All",22,11
"Dwayne Bravo",2013,"Mumbai Indians","Wankhede Stadium",19,1,18,"All","All",19,6.33333333333333
"Dwayne Bravo",2013,"Pune Warriors","MA Chidambaram Stadium",35,2,24,"All","All",17.5,8.75
"Dwayne Bravo",2013,"Pune Warriors","Subrata Roy Sahara Stadium",18,1,24,"All","All",18,4.5
"Dwayne Bravo",2013,"Punjab Kings","MA Chidambaram Stadium",34,3,24,"All","All",11.3333333333333,8.5
"Dwayne Bravo",2013,"Punjab Kings","Punjab Cricket Association Stadium",27,3,24,"All","All",9,6.75
"Dwayne Bravo",2013,"Rajasthan Royals","MA Chidambaram Stadium",36,2,24,"All","All",18,9
"Dwayne Bravo",2013,"Rajasthan Royals","Sawai Mansingh Stadium",35,1,18,"All","All",35,11.6666666666667
"Dwayne Bravo",2013,"Royal Challengers Bangalore","M Chinnaswamy Stadium",26,1,12,"All","All",26,13
"Dwayne Bravo",2013,"Royal Challengers Bangalore","MA Chidambaram Stadium",32,1,24,"All","All",32,8
"Dwayne Bravo",2013,"Sunrisers Hyderabad","MA Chidambaram Stadium",37,2,24,"All","All",18.5,9.25
"Dwayne Bravo",2013,"Sunrisers Hyderabad","Rajiv Gandhi International Stadium",25,1,24,"All","All",25,6.25
"Dwayne Bravo",2015,"Delhi Capitals","MA Chidambaram Stadium",36,2,24,"All","All",18,9
"Dwayne Bravo",2015,"Kolkata Knight Riders","Eden Gardens",27,0,12,"All","All",Inf,13.5
"Dwayne Bravo",2015,"Kolkata Knight Riders","MA Chidambaram Stadium",22,3,18,"All","All",7.33333333333333,7.33333333333333
"Dwayne Bravo",2015,"Mumbai Indians","Eden Gardens",36,2,24,"All","All",18,9
"Dwayne Bravo",2015,"Mumbai Indians","MA Chidambaram Stadium",16,1,14,"All","All",16,6.85714285714286
"Dwayne Bravo",2015,"Mumbai Indians","Wankhede Stadium",70,5,48,"All","All",14,8.75
"Dwayne Bravo",2015,"Punjab Kings","MA Chidambaram Stadium",13,0,18,"All","All",Inf,4.33333333333333
"Dwayne Bravo",2015,"Punjab Kings","Punjab Cricket Association Stadium",20,1,12,"All","All",20,10
"Dwayne Bravo",2015,"Rajasthan Royals","MA Chidambaram Stadium",43,2,24,"All","All",21.5,10.75
"Dwayne Bravo",2015,"Rajasthan Royals","Sardar Patel Stadium",30,1,14,"All","All",30,12.8571428571429
"Dwayne Bravo",2015,"Royal Challengers Bangalore","JSCA International Stadium Complex",21,1,18,"All","All",21,7
"Dwayne Bravo",2015,"Royal Challengers Bangalore","M Chinnaswamy Stadium",25,1,18,"All","All",25,8.33333333333333
"Dwayne Bravo",2015,"Royal Challengers Bangalore","MA Chidambaram Stadium",17,2,22,"All","All",8.5,4.63636363636364
"Dwayne Bravo",2015,"Sunrisers Hyderabad","MA Chidambaram Stadium",25,2,24,"All","All",12.5,6.25
"Dwayne Bravo",2015,"Sunrisers Hyderabad","Rajiv Gandhi International Stadium",25,3,24,"All","All",8.33333333333333,6.25
"Dwayne Bravo",2016,"Delhi Capitals","Feroz Shah Kotla",40,1,24,"All","All",40,10
"Dwayne Bravo",2016,"Kolkata Knight Riders","Eden Gardens",39,0,24,"All","All",Inf,9.75
"Dwayne Bravo",2016,"Kolkata Knight Riders","Green Park",29,1,24,"All","All",29,7.25
"Dwayne Bravo",2016,"Mumbai Indians","Green Park",22,2,24,"All","All",11,5.5
"Dwayne Bravo",2016,"Mumbai Indians","Wankhede Stadium",39,1,24,"All","All",39,9.75
"Dwayne Bravo",2016,"Punjab Kings","Punjab Cricket Association IS Bindra Stadium",22,4,24,"All","All",5.5,5.5
"Dwayne Bravo",2016,"Punjab Kings","Saurashtra Cricket Association Stadium",33,2,24,"All","All",16.5,8.25
"Dwayne Bravo",2016,"Rising Pune Supergiants","Maharashtra Cricket Association Stadium",40,1,24,"All","All",40,10
"Dwayne Bravo",2016,"Rising Pune Supergiants","Saurashtra Cricket Association Stadium",43,1,24,"All","All",43,10.75
"Dwayne Bravo",2016,"Royal Challengers Bangalore","M Chinnaswamy Stadium",72,0,36,"All","All",Inf,12
"Dwayne Bravo",2016,"Royal Challengers Bangalore","Saurashtra Cricket Association Stadium",43,0,24,"All","All",Inf,10.75
"Dwayne Bravo",2016,"Sunrisers Hyderabad","Feroz Shah Kotla",32,2,24,"All","All",16,8
"Dwayne Bravo",2016,"Sunrisers Hyderabad","Rajiv Gandhi International Stadium",14,2,18,"All","All",7,4.66666666666667
"Dwayne Bravo",2016,"Sunrisers Hyderabad","Saurashtra Cricket Association Stadium",26,0,18,"All","All",Inf,8.66666666666667
"Dwayne Bravo",2018,"Delhi Capitals","Feroz Shah Kotla",52,0,24,"All","All",Inf,13
"Dwayne Bravo",2018,"Delhi Capitals","Maharashtra Cricket Association Stadium",43,0,18,"All","All",Inf,14.3333333333333
"Dwayne Bravo",2018,"Kolkata Knight Riders","Eden Gardens",22,0,10,"All","All",Inf,13.2
"Dwayne Bravo",2018,"Kolkata Knight Riders","MA Chidambaram Stadium",50,0,18,"All","All",Inf,16.6666666666667
"Dwayne Bravo",2018,"Mumbai Indians","Maharashtra Cricket Association Stadium",21,1,18,"All","All",21,7
"Dwayne Bravo",2018,"Mumbai Indians","Wankhede Stadium",25,0,24,"All","All",Inf,6.25
"Dwayne Bravo",2018,"Punjab Kings","Maharashtra Cricket Association Stadium",39,2,24,"All","All",19.5,9.75
"Dwayne Bravo",2018,"Punjab Kings","Punjab Cricket Association IS Bindra Stadium",37,1,24,"All","All",37,9.25
"Dwayne Bravo",2018,"Rajasthan Royals","Maharashtra Cricket Association Stadium",16,2,12,"All","All",8,8
"Dwayne Bravo",2018,"Rajasthan Royals","Sawai Mansingh Stadium",31,1,23,"All","All",31,8.08695652173913
"Dwayne Bravo",2018,"Royal Challengers Bangalore","M Chinnaswamy Stadium",33,2,24,"All","All",16.5,8.25
"Dwayne Bravo",2018,"Royal Challengers Bangalore","Maharashtra Cricket Association Stadium",17,0,12,"All","All",Inf,8.5
"Dwayne Bravo",2018,"Sunrisers Hyderabad","Maharashtra Cricket Association Stadium",39,1,24,"All","All",39,9.75
"Dwayne Bravo",2018,"Sunrisers Hyderabad","Rajiv Gandhi International Stadium",37,1,18,"All","All",37,12.3333333333333
"Dwayne Bravo",2018,"Sunrisers Hyderabad","Wankhede Stadium",71,3,48,"All","All",23.6666666666667,8.875
"Dwayne Bravo",2019,"Delhi Capitals","Andhra Cricket Association-Visakhapatnam District Cricket Association Stadium",19,2,24,"All","All",9.5,4.75
"Dwayne Bravo",2019,"Delhi Capitals","Feroz Shah Kotla",33,3,24,"All","All",11,8.25
"Dwayne Bravo",2019,"Delhi Capitals","MA Chidambaram Stadium",18,0,18,"All","All",Inf,6
"Dwayne Bravo",2019,"Mumbai Indians","MA Chidambaram Stadium",60,0,42,"All","All",Inf,8.57142857142857
"Dwayne Bravo",2019,"Mumbai Indians","Rajiv Gandhi International Stadium",24,0,18,"All","All",Inf,8
"Dwayne Bravo",2019,"Mumbai Indians","Wankhede Stadium",49,1,24,"All","All",49,12.25
"Dwayne Bravo",2019,"Punjab Kings","Punjab Cricket Association IS Bindra Stadium",27,0,24,"All","All",Inf,6.75
"Dwayne Bravo",2019,"Rajasthan Royals","MA Chidambaram Stadium",32,2,24,"All","All",16,8
"Dwayne Bravo",2019,"Royal Challengers Bangalore","M Chinnaswamy Stadium",34,2,24,"All","All",17,8.5
"Dwayne Bravo",2019,"Royal Challengers Bangalore","MA Chidambaram Stadium",0,1,1,"All","All",0,0
"Dwayne Bravo",2019,"Sunrisers Hyderabad","MA Chidambaram Stadium",34,0,24,"All","All",Inf,8.5
"Dwayne Bravo",2020,"Delhi Capitals","Sharjah Cricket Stadium",23,1,18,"All","All",23,7.66666666666667
"Dwayne Bravo",2020,"Kolkata Knight Riders","Zayed Cricket Stadium",37,3,24,"All","All",12.3333333333333,9.25
"Dwayne Bravo",2020,"Punjab Kings","Dubai International Cricket Stadium",38,0,24,"All","All",Inf,9.5
"Dwayne Bravo",2020,"Royal Challengers Bangalore","Dubai International Cricket Stadium",29,0,18,"All","All",Inf,9.66666666666667
"Dwayne Bravo",2020,"Sunrisers Hyderabad","Dubai International Cricket Stadium",53,2,42,"All","All",26.5,7.57142857142857
"Dwayne Bravo",2021,"Delhi Capitals","Dubai International Cricket Stadium",51,2,28,"All","All",25.5,10.9285714285714
"Dwayne Bravo",2021,"Delhi Capitals","Wankhede Stadium",28,1,24,"All","All",28,7
"Dwayne Bravo",2021,"Kolkata Knight Riders","Dubai International Cricket Stadium",29,1,24,"All","All",29,7.25
"Dwayne Bravo",2021,"Mumbai Indians","Dubai International Cricket Stadium",25,3,24,"All","All",8.33333333333333,6.25
"Dwayne Bravo",2021,"Punjab Kings","Dubai International Cricket Stadium",32,0,12,"All","All",Inf,16
"Dwayne Bravo",2021,"Punjab Kings","Wankhede Stadium",10,1,12,"All","All",10,5
"Dwayne Bravo",2021,"Rajasthan Royals","Wankhede Stadium",28,1,18,"All","All",28,9.33333333333333
"Dwayne Bravo",2021,"Royal Challengers Bangalore","Sharjah Cricket Stadium",24,3,24,"All","All",8,6
"Dwayne Bravo",2021,"Royal Challengers Bangalore","Wankhede Stadium",19,0,12,"All","All",Inf,9.5
"Dwayne Bravo",2021,"Sunrisers Hyderabad","Sharjah Cricket Stadium",17,2,24,"All","All",8.5,4.25
"Dwayne Bravo",2022,"Delhi Capitals","Dr DY Patil Sports Academy",24,2,16,"All","All",12,9
"Dwayne Bravo",2022,"Gujarat Titans","Maharashtra Cricket Association Stadium",23,3,24,"All","All",7.66666666666667,5.75
"Dwayne Bravo",2022,"Kolkata Knight Riders","Wankhede Stadium",20,3,24,"All","All",6.66666666666667,5
"Dwayne Bravo",2022,"Lucknow Super Giants","Brabourne Stadium",35,1,24,"All","All",35,8.75
"Dwayne Bravo",2022,"Mumbai Indians","Dr DY Patil Sports Academy",36,2,24,"All","All",18,9
"Dwayne Bravo",2022,"Mumbai Indians","Wankhede Stadium",16,0,12,"All","All",Inf,8
"Dwayne Bravo",2022,"Punjab Kings","Brabourne Stadium",32,1,18,"All","All",32,10.6666666666667
"Dwayne Bravo",2022,"Punjab Kings","Wankhede Stadium",42,2,24,"All","All",21,10.5
"Dwayne Bravo",2022,"Royal Challengers Bangalore","Dr DY Patil Sports Academy",42,1,24,"All","All",42,10.5
"Dwayne Bravo",2022,"Sunrisers Hyderabad","Dr DY Patil Sports Academy",29,1,16,"All","All",29,10.875
"Dwayne Smith",2008,"Delhi Capitals","Feroz Shah Kotla",22,2,18,"All","All",11,7.33333333333333
"Dwayne Smith",2008,"Punjab Kings","Wankhede Stadium",19,0,12,"All","All",Inf,9.5
"Dwayne Smith",2008,"Rajasthan Royals","Sawai Mansingh Stadium",16,0,12,"All","All",Inf,8
"Dwayne Smith",2008,"Royal Challengers Bangalore","M Chinnaswamy Stadium",26,3,24,"All","All",8.66666666666667,6.5
"Dwayne Smith",2009,"Chennai Super Kings","Buffalo Park",21,0,12,"All","All",Inf,10.5
"Dwayne Smith",2009,"Chennai Super Kings","Kingsmead",17,0,6,"All","All",Inf,17
"Dwayne Smith",2009,"Delhi Capitals","Kingsmead",25,1,24,"All","All",25,6.25
"Dwayne Smith",2009,"Delhi Capitals","SuperSport Park",8,0,6,"All","All",Inf,8
"Dwayne Smith",2009,"Mumbai Indians","Kingsmead",15,0,12,"All","All",Inf,7.5
"Dwayne Smith",2009,"Mumbai Indians","SuperSport Park",13,0,6,"All","All",Inf,13
"Dwayne Smith",2009,"Rajasthan Royals","De Beers Diamond Oval",4,0,6,"All","All",Inf,4
"Dwayne Smith",2009,"Rajasthan Royals","St George's Park",21,0,12,"All","All",Inf,10.5
"Dwayne Smith",2010,"Chennai Super Kings","Vidarbha Cricket Association Stadium",14,0,6,"All","All",Inf,14
"Dwayne Smith",2010,"Rajasthan Royals","Vidarbha Cricket Association Stadium",22,1,17,"All","All",22,7.76470588235294
"Dwayne Smith",2012,"Chennai Super Kings","M Chinnaswamy Stadium",6,0,6,"All","All",Inf,6
"Dwayne Smith",2012,"Chennai Super Kings","Wankhede Stadium",26,0,12,"All","All",Inf,13
"Dwayne Smith",2012,"Kolkata Knight Riders","Eden Gardens",32,1,24,"All","All",32,8
"Dwayne Smith",2012,"Kolkata Knight Riders","Wankhede Stadium",8,1,12,"All","All",8,4
"Dwayne Smith",2012,"Rajasthan Royals","Sawai Mansingh Stadium",13,0,12,"All","All",Inf,6.5
"Dwayne Smith",2012,"Royal Challengers Bangalore","M Chinnaswamy Stadium",10,0,12,"All","All",Inf,5
"Dwayne Smith",2013,"Delhi Capitals","Feroz Shah Kotla",24,0,12,"All","All",Inf,12
"Dwayne Smith",2013,"Royal Challengers Bangalore","Wankhede Stadium",20,2,12,"All","All",10,10
"Dwayne Smith",2013,"Sunrisers Hyderabad","Rajiv Gandhi International Stadium",15,0,6,"All","All",Inf,15
"Dwayne Smith",2014,"Delhi Capitals","Feroz Shah Kotla",9,0,6,"All","All",Inf,9
"Dwayne Smith",2014,"Delhi Capitals","Sheikh Zayed Stadium",14,1,12,"All","All",14,7
"Dwayne Smith",2014,"Punjab Kings","Barabati Stadium",36,1,18,"All","All",36,12
"Dwayne Smith",2014,"Punjab Kings","Sheikh Zayed Stadium",25,1,12,"All","All",25,12.5
"Dwayne Smith",2014,"Sunrisers Hyderabad","Sharjah Cricket Stadium",11,1,12,"All","All",11,5.5
"Dwayne Smith",2015,"Mumbai Indians","Eden Gardens",17,1,12,"All","All",17,8.5
"Dwayne Smith",2016,"Delhi Capitals","Feroz Shah Kotla",26,0,12,"All","All",Inf,13
"Dwayne Smith",2016,"Delhi Capitals","Saurashtra Cricket Association Stadium",12,0,12,"All","All",Inf,6
"Dwayne Smith",2016,"Kolkata Knight Riders","Eden Gardens",14,1,12,"All","All",14,7
"Dwayne Smith",2016,"Kolkata Knight Riders","Green Park",8,4,24,"All","All",2,2
"Dwayne Smith",2016,"Mumbai Indians","Green Park",37,2,24,"All","All",18.5,9.25
"Dwayne Smith",2016,"Royal Challengers Bangalore","M Chinnaswamy Stadium",27,0,12,"All","All",Inf,13.5
"Dwayne Smith",2016,"Sunrisers Hyderabad","Feroz Shah Kotla",29,1,12,"All","All",29,14.5
"Dwayne Smith",2017,"Delhi Capitals","Feroz Shah Kotla",11,0,6,"All","All",Inf,11
