"Batting_Team","Striker","Stadium","Runs","Dismissed","Balls","Bowling_Team","Season","Average","Strike_Rate"
"Royal Challengers Bangalore","Roelof van der Merwe","SuperSport Park",38,2,34,"All","All",19,111.764705882353
"Royal Challengers Bangalore","Ross Taylor","Dr DY Patil Sports Academy",31,0,30,"All","All",Inf,103.333333333333
"Royal Challengers Bangalore","Ross Taylor","Feroz Shah Kotla",51,2,25,"All","All",25.5,204
"Royal Challengers Bangalore","Ross Taylor","Kingsmead",81,2,72,"All","All",40.5,112.5
"Royal Challengers Bangalore","Ross Taylor","M Chinnaswamy Stadium",121,4,73,"All","All",30.25,165.753424657534
"Royal Challengers Bangalore","Ross Taylor","New Wanderers Stadium",69,2,44,"All","All",34.5,156.818181818182
"Royal Challengers Bangalore","Ross Taylor","Newlands",0,1,1,"All","All",0,0
"Royal Challengers Bangalore","Ross Taylor","Sawai Mansingh Stadium",10,0,11,"All","All",Inf,90.9090909090909
"Royal Challengers Bangalore","Ross Taylor","St George's Park",48,3,54,"All","All",16,88.8888888888889
"Royal Challengers Bangalore","Ross Taylor","SuperSport Park",82,1,37,"All","All",82,221.621621621622
"Royal Challengers Bangalore","Ross Taylor","Vidarbha Cricket Association Stadium",1,1,5,"All","All",1,20
"Royal Challengers Bangalore","Ross Taylor","Wankhede Stadium",23,1,12,"All","All",23,191.666666666667
"Royal Challengers Bangalore","Ryan Ninan","Rajiv Gandhi International Stadium",3,1,6,"All","All",3,50
"Royal Challengers Bangalore","Sachin Baby","Feroz Shah Kotla",12,1,8,"All","All",12,150
"Royal Challengers Bangalore","Sachin Baby","M Chinnaswamy Stadium",59,2,34,"All","All",29.5,173.529411764706
"Royal Challengers Bangalore","Sachin Baby","Maharashtra Cricket Association Stadium",2,1,4,"All","All",2,50
"Royal Challengers Bangalore","Sachin Baby","Punjab Cricket Association IS Bindra Stadium",33,1,29,"All","All",33,113.793103448276
"Royal Challengers Bangalore","Sachin Baby","Rajiv Gandhi International Stadium",28,2,19,"All","All",14,147.368421052632
"Royal Challengers Bangalore","Sachin Baby","Zayed Cricket Stadium",7,1,17,"All","All",7,41.1764705882353
"Royal Challengers Bangalore","Sachin Rana","Eden Gardens",19,0,12,"All","All",Inf,158.333333333333
"Royal Challengers Bangalore","Sachin Rana","JSCA International Stadium Complex",1,1,2,"All","All",1,50
"Royal Challengers Bangalore","Sachin Rana","M Chinnaswamy Stadium",38,1,36,"All","All",38,105.555555555556
"Royal Challengers Bangalore","Sachin Rana","Rajiv Gandhi International Stadium",12,0,7,"All","All",Inf,171.428571428571
"Royal Challengers Bangalore","Sachin Rana","Sheikh Zayed Stadium",3,1,8,"All","All",3,37.5
"Royal Challengers Bangalore","Samuel Badree","Eden Gardens",0,1,3,"All","All",0,0
"Royal Challengers Bangalore","Samuel Badree","M Chinnaswamy Stadium",11,3,13,"All","All",3.66666666666667,84.6153846153846
"Royal Challengers Bangalore","Samuel Badree","Maharashtra Cricket Association Stadium",2,1,7,"All","All",2,28.5714285714286
"Royal Challengers Bangalore","Sarfaraz Khan","Eden Gardens",6,1,10,"All","All",6,60
"Royal Challengers Bangalore","Sarfaraz Khan","Feroz Shah Kotla",11,1,8,"All","All",11,137.5
"Royal Challengers Bangalore","Sarfaraz Khan","JSCA International Stadium Complex",31,1,21,"All","All",31,147.619047619048
"Royal Challengers Bangalore","Sarfaraz Khan","M Chinnaswamy Stadium",125,3,56,"All","All",41.6666666666667,223.214285714286
"Royal Challengers Bangalore","Sarfaraz Khan","MA Chidambaram Stadium",8,1,8,"All","All",8,100
"Royal Challengers Bangalore","Sarfaraz Khan","Maharashtra Cricket Association Stadium",3,0,2,"All","All",Inf,150
"Royal Challengers Bangalore","Sarfaraz Khan","Punjab Cricket Association Stadium",4,1,6,"All","All",4,66.6666666666667
"Royal Challengers Bangalore","Sarfaraz Khan","Sawai Mansingh Stadium",7,1,8,"All","All",7,87.5
"Royal Challengers Bangalore","Sarfaraz Khan","Wankhede Stadium",33,2,24,"All","All",16.5,137.5
"Royal Challengers Bangalore","Saurabh Tiwary","Eden Gardens",19,1,22,"All","All",19,86.3636363636364
"Royal Challengers Bangalore","Saurabh Tiwary","Feroz Shah Kotla",18,1,20,"All","All",18,90
"Royal Challengers Bangalore","Saurabh Tiwary","Himachal Pradesh Cricket Association Stadium",6,1,11,"All","All",6,54.5454545454545
"Royal Challengers Bangalore","Saurabh Tiwary","JSCA International Stadium Complex",1,1,3,"All","All",1,33.3333333333333
"Royal Challengers Bangalore","Saurabh Tiwary","M Chinnaswamy Stadium",178,8,167,"All","All",22.25,106.586826347305
"Royal Challengers Bangalore","Saurabh Tiwary","MA Chidambaram Stadium",72,2,65,"All","All",36,110.769230769231
"Royal Challengers Bangalore","Saurabh Tiwary","Nehru Stadium",26,1,24,"All","All",26,108.333333333333
"Royal Challengers Bangalore","Saurabh Tiwary","Punjab Cricket Association Stadium",4,1,7,"All","All",4,57.1428571428571
"Royal Challengers Bangalore","Saurabh Tiwary","Rajiv Gandhi International Stadium",37,2,37,"All","All",18.5,100
"Royal Challengers Bangalore","Saurabh Tiwary","Sawai Mansingh Stadium",8,0,8,"All","All",Inf,100
"Royal Challengers Bangalore","Saurabh Tiwary","Subrata Roy Sahara Stadium",88,1,75,"All","All",88,117.333333333333
"Royal Challengers Bangalore","Saurabh Tiwary","Wankhede Stadium",30,1,25,"All","All",30,120
"Royal Challengers Bangalore","Sean Abbott","Eden Gardens",1,1,4,"All","All",1,25
"Royal Challengers Bangalore","Sean Abbott","M Chinnaswamy Stadium",14,1,9,"All","All",14,155.555555555556
"Royal Challengers Bangalore","Shahbaz Ahmed","Brabourne Stadium",18,2,28,"All","All",9,64.2857142857143
"Royal Challengers Bangalore","Shahbaz Ahmed","Dr DY Patil Sports Academy",94,3,69,"All","All",31.3333333333333,136.231884057971
"Royal Challengers Bangalore","Shahbaz Ahmed","Dubai International Cricket Stadium",1,1,3,"All","All",1,33.3333333333333
"Royal Challengers Bangalore","Shahbaz Ahmed","MA Chidambaram Stadium",15,2,12,"All","All",7.5,125
"Royal Challengers Bangalore","Shahbaz Ahmed","Maharashtra Cricket Association Stadium",18,2,29,"All","All",9,62.0689655172414
"Royal Challengers Bangalore","Shahbaz Ahmed","Narendra Modi Stadium",20,1,19,"All","All",20,105.263157894737
"Royal Challengers Bangalore","Shahbaz Ahmed","Sharjah Cricket Stadium",21,2,18,"All","All",10.5,116.666666666667
"Royal Challengers Bangalore","Shahbaz Ahmed","Wankhede Stadium",77,1,47,"All","All",77,163.829787234043
"Royal Challengers Bangalore","Shahbaz Ahmed","Zayed Cricket Stadium",15,1,10,"All","All",15,150
"Royal Challengers Bangalore","Shane Watson","Feroz Shah Kotla",4,0,4,"All","All",Inf,100
"Royal Challengers Bangalore","Shane Watson","Holkar Cricket Stadium",1,1,4,"All","All",1,25
"Royal Challengers Bangalore","Shane Watson","M Chinnaswamy Stadium",191,11,141,"All","All",17.3636363636364,135.460992907801
"Royal Challengers Bangalore","Shane Watson","Maharashtra Cricket Association Stadium",1,0,1,"All","All",Inf,100
"Royal Challengers Bangalore","Shane Watson","Punjab Cricket Association IS Bindra Stadium",1,1,3,"All","All",1,33.3333333333333
"Royal Challengers Bangalore","Shane Watson","Rajiv Gandhi International Stadium",24,2,20,"All","All",12,120
"Royal Challengers Bangalore","Shane Watson","Saurashtra Cricket Association Stadium",6,1,6,"All","All",6,100
"Royal Challengers Bangalore","Shane Watson","Shaheed Veer Narayan Singh International Stadium",14,1,18,"All","All",14,77.7777777777778
"Royal Challengers Bangalore","Shane Watson","Wankhede Stadium",8,2,15,"All","All",4,53.3333333333333
"Royal Challengers Bangalore","Sherfane Rutherford","Dr DY Patil Sports Academy",28,1,40,"All","All",28,70
"Royal Challengers Bangalore","Sherfane Rutherford","Wankhede Stadium",5,1,10,"All","All",5,50
"Royal Challengers Bangalore","Shimron Hetmyer","M Chinnaswamy Stadium",80,2,53,"All","All",40,150.943396226415
"Royal Challengers Bangalore","Shimron Hetmyer","MA Chidambaram Stadium",0,1,2,"All","All",0,0
"Royal Challengers Bangalore","Shimron Hetmyer","Rajiv Gandhi International Stadium",9,1,9,"All","All",9,100
"Royal Challengers Bangalore","Shimron Hetmyer","Sawai Mansingh Stadium",1,1,9,"All","All",1,11.1111111111111
"Royal Challengers Bangalore","Shivam Dube","Dubai International Cricket Stadium",79,3,56,"All","All",26.3333333333333,141.071428571429
"Royal Challengers Bangalore","Shivam Dube","Feroz Shah Kotla",24,1,16,"All","All",24,150
"Royal Challengers Bangalore","Shivam Dube","M Chinnaswamy Stadium",9,0,5,"All","All",Inf,180
"Royal Challengers Bangalore","Shivam Dube","MA Chidambaram Stadium",2,1,5,"All","All",2,40
"Royal Challengers Bangalore","Shivam Dube","Rajiv Gandhi International Stadium",5,1,7,"All","All",5,71.4285714285714
"Royal Challengers Bangalore","Shivam Dube","Sharjah Cricket Stadium",23,1,19,"All","All",23,121.052631578947
"Royal Challengers Bangalore","Shivam Dube","Sheikh Zayed Stadium",8,1,13,"All","All",8,61.5384615384615
"Royal Challengers Bangalore","Shivam Dube","Zayed Cricket Stadium",19,2,17,"All","All",9.5,111.764705882353
"Royal Challengers Bangalore","Shivnarine Chanderpaul","Eden Gardens",7,1,11,"All","All",7,63.6363636363636
"Royal Challengers Bangalore","Shivnarine Chanderpaul","M Chinnaswamy Stadium",2,1,9,"All","All",2,22.2222222222222
"Royal Challengers Bangalore","Shivnarine Chanderpaul","Wankhede Stadium",16,1,11,"All","All",16,145.454545454545
"Royal Challengers Bangalore","Shreevats Goswami","Eden Gardens",8,1,10,"All","All",8,80
"Royal Challengers Bangalore","Shreevats Goswami","Kingsmead",53,2,60,"All","All",26.5,88.3333333333333
"Royal Challengers Bangalore","Shreevats Goswami","M Chinnaswamy Stadium",72,2,66,"All","All",36,109.090909090909
"Royal Challengers Bangalore","Shreevats Goswami","MA Chidambaram Stadium",10,1,19,"All","All",10,52.6315789473684
"Royal Challengers Bangalore","Sreenath Aravind","Eden Gardens",5,0,4,"All","All",Inf,125
"Royal Challengers Bangalore","Sreenath Aravind","Himachal Pradesh Cricket Association Stadium",11,0,5,"All","All",Inf,220
"Royal Challengers Bangalore","Sreenath Aravind","JSCA International Stadium Complex",0,0,1,"All","All",NA,0
"Royal Challengers Bangalore","Sreenath Aravind","M Chinnaswamy Stadium",33,2,37,"All","All",16.5,89.1891891891892
"Royal Challengers Bangalore","Sreenath Aravind","Maharashtra Cricket Association Stadium",8,0,5,"All","All",Inf,160
"Royal Challengers Bangalore","Sreenath Aravind","Rajiv Gandhi International Stadium",2,1,5,"All","All",2,40
"Royal Challengers Bangalore","Sridharan Sriram","M Chinnaswamy Stadium",27,1,29,"All","All",27,93.1034482758621
"Royal Challengers Bangalore","Srikar Bharat","Dubai International Cricket Stadium",154,2,111,"All","All",77,138.738738738739
"Royal Challengers Bangalore","Srikar Bharat","Sharjah Cricket Stadium",9,1,16,"All","All",9,56.25
"Royal Challengers Bangalore","Srikar Bharat","Zayed Cricket Stadium",28,2,29,"All","All",14,96.551724137931
"Royal Challengers Bangalore","Stuart Binny","Eden Gardens",8,1,9,"All","All",8,88.8888888888889
"Royal Challengers Bangalore","Stuart Binny","Holkar Cricket Stadium",18,0,20,"All","All",Inf,90
"Royal Challengers Bangalore","Stuart Binny","M Chinnaswamy Stadium",86,5,56,"All","All",17.2,153.571428571429
"Royal Challengers Bangalore","Stuart Binny","Maharashtra Cricket Association Stadium",1,1,7,"All","All",1,14.2857142857143
"Royal Challengers Bangalore","Stuart Binny","Rajiv Gandhi International Stadium",11,1,10,"All","All",11,110
"Royal Challengers Bangalore","Stuart Binny","Shaheed Veer Narayan Singh International Stadium",16,0,11,"All","All",Inf,145.454545454545
"Royal Challengers Bangalore","Stuart Binny","Wankhede Stadium",1,1,2,"All","All",1,50
"Royal Challengers Bangalore","Sunil Joshi","M Chinnaswamy Stadium",6,2,14,"All","All",3,42.8571428571429
"Royal Challengers Bangalore","Suyash Prabhudessai","Brabourne Stadium",15,1,20,"All","All",15,75
"Royal Challengers Bangalore","Suyash Prabhudessai","Dr DY Patil Sports Academy",44,2,27,"All","All",22,162.962962962963
"Royal Challengers Bangalore","Suyash Prabhudessai","Maharashtra Cricket Association Stadium",2,1,7,"All","All",2,28.5714285714286
"Royal Challengers Bangalore","Suyash Prabhudessai","Wankhede Stadium",6,1,5,"All","All",6,120
"Royal Challengers Bangalore","Tillakaratne Dilshan","Eden Gardens",39,2,34,"All","All",19.5,114.705882352941
"Royal Challengers Bangalore","Tillakaratne Dilshan","Feroz Shah Kotla",10,2,8,"All","All",5,125
"Royal Challengers Bangalore","Tillakaratne Dilshan","M Chinnaswamy Stadium",322,8,289,"All","All",40.25,111.418685121107
"Royal Challengers Bangalore","Tillakaratne Dilshan","MA Chidambaram Stadium",0,1,1,"All","All",0,0
"Royal Challengers Bangalore","Tillakaratne Dilshan","Nehru Stadium",1,1,4,"All","All",1,25
"Royal Challengers Bangalore","Tillakaratne Dilshan","Rajiv Gandhi International Stadium",16,3,29,"All","All",5.33333333333333,55.1724137931034
"Royal Challengers Bangalore","Tillakaratne Dilshan","Sawai Mansingh Stadium",114,1,82,"All","All",114,139.024390243902
"Royal Challengers Bangalore","Tillakaratne Dilshan","Subrata Roy Sahara Stadium",53,1,44,"All","All",53,120.454545454545
"Royal Challengers Bangalore","Tillakaratne Dilshan","Wankhede Stadium",32,2,43,"All","All",16,74.4186046511628
"Royal Challengers Bangalore","Tim David","Sharjah Cricket Stadium",1,1,3,"All","All",1,33.3333333333333
"Royal Challengers Bangalore","Tim Southee","M Chinnaswamy Stadium",11,1,12,"All","All",11,91.6666666666667
"Royal Challengers Bangalore","Tim Southee","Maharashtra Cricket Association Stadium",36,0,26,"All","All",Inf,138.461538461538
"Royal Challengers Bangalore","Tim Southee","Sawai Mansingh Stadium",14,1,17,"All","All",14,82.3529411764706
"Royal Challengers Bangalore","Travis Head","Feroz Shah Kotla",2,1,2,"All","All",2,100
"Royal Challengers Bangalore","Travis Head","M Chinnaswamy Stadium",81,1,57,"All","All",81,142.105263157895
"Royal Challengers Bangalore","Travis Head","Maharashtra Cricket Association Stadium",2,1,5,"All","All",2,40
"Royal Challengers Bangalore","Travis Head","Punjab Cricket Association IS Bindra Stadium",11,1,7,"All","All",11,157.142857142857
"Royal Challengers Bangalore","Travis Head","Rajiv Gandhi International Stadium",30,1,22,"All","All",30,136.363636363636
"Royal Challengers Bangalore","Travis Head","Saurashtra Cricket Association Stadium",30,0,16,"All","All",Inf,187.5
"Royal Challengers Bangalore","Travis Head","Wankhede Stadium",49,2,39,"All","All",24.5,125.641025641026
"Royal Challengers Bangalore","Tymal Mills","Eden Gardens",2,1,5,"All","All",2,40
"Royal Challengers Bangalore","Tymal Mills","M Chinnaswamy Stadium",0,1,3,"All","All",0,0
"Royal Challengers Bangalore","Tymal Mills","Rajiv Gandhi International Stadium",6,1,3,"All","All",6,200
"Royal Challengers Bangalore","Umesh Yadav","Dubai International Cricket Stadium",0,1,2,"All","All",0,0
"Royal Challengers Bangalore","Umesh Yadav","M Chinnaswamy Stadium",11,1,8,"All","All",11,137.5
"Royal Challengers Bangalore","Umesh Yadav","MA Chidambaram Stadium",1,1,10,"All","All",1,10
"Royal Challengers Bangalore","Umesh Yadav","Maharashtra Cricket Association Stadium",1,1,5,"All","All",1,20
"Royal Challengers Bangalore","Umesh Yadav","Rajiv Gandhi International Stadium",14,1,9,"All","All",14,155.555555555556
"Royal Challengers Bangalore","Umesh Yadav","Sawai Mansingh Stadium",0,1,1,"All","All",0,0
"Royal Challengers Bangalore","Umesh Yadav","Wankhede Stadium",1,1,3,"All","All",1,33.3333333333333
"Royal Challengers Bangalore","Varun Aaron","Dubai International Cricket Stadium",11,0,15,"All","All",Inf,73.3333333333333
"Royal Challengers Bangalore","Varun Aaron","M Chinnaswamy Stadium",23,1,14,"All","All",23,164.285714285714
"Royal Challengers Bangalore","Varun Aaron","Wankhede Stadium",7,0,8,"All","All",Inf,87.5
"Royal Challengers Bangalore","Vijay Zol","M Chinnaswamy Stadium",29,2,26,"All","All",14.5,111.538461538462
"Royal Challengers Bangalore","Vinay Kumar","Dr DY Patil Sports Academy",8,1,8,"All","All",8,100
"Royal Challengers Bangalore","Vinay Kumar","Eden Gardens",0,0,1,"All","All",NA,0
"Royal Challengers Bangalore","Vinay Kumar","Feroz Shah Kotla",3,1,3,"All","All",3,100
"Royal Challengers Bangalore","Vinay Kumar","JSCA International Stadium Complex",14,0,13,"All","All",Inf,107.692307692308
"Royal Challengers Bangalore","Vinay Kumar","Kingsmead",7,0,3,"All","All",Inf,233.333333333333
"Royal Challengers Bangalore","Vinay Kumar","M Chinnaswamy Stadium",92,6,86,"All","All",15.3333333333333,106.976744186047
"Royal Challengers Bangalore","Vinay Kumar","MA Chidambaram Stadium",6,1,2,"All","All",6,300
"Royal Challengers Bangalore","Vinay Kumar","New Wanderers Stadium",8,1,8,"All","All",8,100
"Royal Challengers Bangalore","Vinay Kumar","Newlands",8,0,2,"All","All",Inf,400
"Royal Challengers Bangalore","Vinay Kumar","Punjab Cricket Association Stadium",1,1,3,"All","All",1,33.3333333333333
"Royal Challengers Bangalore","Vinay Kumar","Rajiv Gandhi International Stadium",14,2,11,"All","All",7,127.272727272727
"Royal Challengers Bangalore","Vinay Kumar","Sawai Mansingh Stadium",22,0,6,"All","All",Inf,366.666666666667
"Royal Challengers Bangalore","Vinay Kumar","St George's Park",12,2,18,"All","All",6,66.6666666666667
"Royal Challengers Bangalore","Vinay Kumar","SuperSport Park",12,1,13,"All","All",12,92.3076923076923
"Royal Challengers Bangalore","Vinay Kumar","Vidarbha Cricket Association Stadium",4,1,7,"All","All",4,57.1428571428571
"Royal Challengers Bangalore","Vinay Kumar","Wankhede Stadium",26,0,20,"All","All",Inf,130
"Royal Challengers Bangalore","Virat Kohli","Brabourne Stadium",95,4,80,"All","All",23.75,118.75
"Royal Challengers Bangalore","Virat Kohli","Dr DY Patil Sports Academy",63,4,47,"All","All",15.75,134.042553191489
"Royal Challengers Bangalore","Virat Kohli","Dubai International Cricket Stadium",328,11,269,"All","All",29.8181818181818,121.933085501859
"Royal Challengers Bangalore","Virat Kohli","Eden Gardens",332,8,260,"All","All",41.5,127.692307692308
"Royal Challengers Bangalore","Virat Kohli","Feroz Shah Kotla",428,6,286,"All","All",71.3333333333333,149.65034965035
"Royal Challengers Bangalore","Virat Kohli","Himachal Pradesh Cricket Association Stadium",11,1,11,"All","All",11,100
"Royal Challengers Bangalore","Virat Kohli","Holkar Cricket Stadium",48,0,28,"All","All",Inf,171.428571428571
"Royal Challengers Bangalore","Virat Kohli","JSCA International Stadium Complex",56,3,52,"All","All",18.6666666666667,107.692307692308
"Royal Challengers Bangalore","Virat Kohli","Kingsmead",75,4,64,"All","All",18.75,117.1875
"Royal Challengers Bangalore","Virat Kohli","M Chinnaswamy Stadium",2346,64,1689,"All","All",36.65625,138.898756660746
"Royal Challengers Bangalore","Virat Kohli","MA Chidambaram Stadium",362,12,325,"All","All",30.1666666666667,111.384615384615
"Royal Challengers Bangalore","Virat Kohli","Maharashtra Cricket Association Stadium",242,7,219,"All","All",34.5714285714286,110.502283105023
"Royal Challengers Bangalore","Virat Kohli","Narendra Modi Stadium",54,3,53,"All","All",18,101.88679245283
"Royal Challengers Bangalore","Virat Kohli","Nehru Stadium",23,1,18,"All","All",23,127.777777777778
"Royal Challengers Bangalore","Virat Kohli","New Wanderers Stadium",31,1,25,"All","All",31,124
"Royal Challengers Bangalore","Virat Kohli","Newlands",53,2,40,"All","All",26.5,132.5
"Royal Challengers Bangalore","Virat Kohli","Punjab Cricket Association IS Bindra Stadium",87,2,74,"All","All",43.5,117.567567567568
"Royal Challengers Bangalore","Virat Kohli","Punjab Cricket Association Stadium",100,5,75,"All","All",20,133.333333333333
"Royal Challengers Bangalore","Virat Kohli","Rajiv Gandhi International Stadium",335,8,257,"All","All",41.875,130.350194552529
"Royal Challengers Bangalore","Virat Kohli","Sardar Patel Stadium",62,0,46,"All","All",Inf,134.782608695652
"Royal Challengers Bangalore","Virat Kohli","Saurashtra Cricket Association Stadium",164,1,113,"All","All",164,145.132743362832
"Royal Challengers Bangalore","Virat Kohli","Sawai Mansingh Stadium",131,6,139,"All","All",21.8333333333333,94.2446043165468
"Royal Challengers Bangalore","Virat Kohli","Shaheed Veer Narayan Singh International Stadium",54,0,45,"All","All",Inf,120
"Royal Challengers Bangalore","Virat Kohli","Sharjah Cricket Stadium",285,6,233,"All","All",47.5,122.317596566524
"Royal Challengers Bangalore","Virat Kohli","Sheikh Zayed Stadium",27,2,32,"All","All",13.5,84.375
"Royal Challengers Bangalore","Virat Kohli","St George's Park",53,3,59,"All","All",17.6666666666667,89.8305084745763
"Royal Challengers Bangalore","Virat Kohli","Subrata Roy Sahara Stadium",34,2,30,"All","All",17,113.333333333333
"Royal Challengers Bangalore","Virat Kohli","SuperSport Park",34,1,31,"All","All",34,109.677419354839
"Royal Challengers Bangalore","Virat Kohli","Vidarbha Cricket Association Stadium",3,1,4,"All","All",3,75
"Royal Challengers Bangalore","Virat Kohli","Wankhede Stadium",570,11,409,"All","All",51.8181818181818,139.364303178484
"Royal Challengers Bangalore","Virat Kohli","Zayed Cricket Stadium",138,4,116,"All","All",34.5,118.965517241379
"Royal Challengers Bangalore","Vishnu Vinod","Feroz Shah Kotla",3,1,9,"All","All",3,33.3333333333333
"Royal Challengers Bangalore","Vishnu Vinod","Holkar Cricket Stadium",7,1,12,"All","All",7,58.3333333333333
"Royal Challengers Bangalore","Vishnu Vinod","M Chinnaswamy Stadium",9,1,5,"All","All",9,180
"Royal Challengers Bangalore","Wanindu Hasaranga de Silva","Brabourne Stadium",9,2,22,"All","All",4.5,40.9090909090909
"Royal Challengers Bangalore","Wanindu Hasaranga de Silva","Dr DY Patil Sports Academy",11,2,6,"All","All",5.5,183.333333333333
"Royal Challengers Bangalore","Wanindu Hasaranga de Silva","Maharashtra Cricket Association Stadium",18,2,14,"All","All",9,128.571428571429
"Royal Challengers Bangalore","Wanindu Hasaranga de Silva","Narendra Modi Stadium",0,1,1,"All","All",0,0
"Royal Challengers Bangalore","Wanindu Hasaranga de Silva","Sharjah Cricket Stadium",1,0,1,"All","All",Inf,100
"Royal Challengers Bangalore","Wanindu Hasaranga de Silva","Zayed Cricket Stadium",0,1,1,"All","All",0,0
"Royal Challengers Bangalore","Washington Sundar","Dubai International Cricket Stadium",62,3,50,"All","All",20.6666666666667,124
"Royal Challengers Bangalore","Washington Sundar","Feroz Shah Kotla",1,1,2,"All","All",1,50
"Royal Challengers Bangalore","Washington Sundar","M Chinnaswamy Stadium",58,3,31,"All","All",19.3333333333333,187.096774193548
"Royal Challengers Bangalore","Washington Sundar","MA Chidambaram Stadium",18,2,27,"All","All",9,66.6666666666667
"Royal Challengers Bangalore","Washington Sundar","Narendra Modi Stadium",6,1,9,"All","All",6,66.6666666666667
"Royal Challengers Bangalore","Washington Sundar","Sharjah Cricket Stadium",34,2,32,"All","All",17,106.25
"Royal Challengers Bangalore","Washington Sundar","Sheikh Zayed Stadium",5,1,6,"All","All",5,83.3333333333333
"Royal Challengers Bangalore","Washington Sundar","Wankhede Stadium",14,2,19,"All","All",7,73.6842105263158
"Royal Challengers Bangalore","Washington Sundar","Zayed Cricket Stadium",10,0,7,"All","All",Inf,142.857142857143
"Royal Challengers Bangalore","Wasim Jaffer","Feroz Shah Kotla",10,1,9,"All","All",10,111.111111111111
"Royal Challengers Bangalore","Wasim Jaffer","M Chinnaswamy Stadium",100,4,90,"All","All",25,111.111111111111
"Royal Challengers Bangalore","Wasim Jaffer","New Wanderers Stadium",7,1,8,"All","All",7,87.5
"Royal Challengers Bangalore","Wasim Jaffer","Rajiv Gandhi International Stadium",5,1,5,"All","All",5,100
"Royal Challengers Bangalore","Wasim Jaffer","SuperSport Park",8,1,9,"All","All",8,88.8888888888889
"Royal Challengers Bangalore","Yogesh Takawale","Dubai International Cricket Stadium",0,1,7,"All","All",0,0
"Royal Challengers Bangalore","Yogesh Takawale","Eden Gardens",45,1,36,"All","All",45,125
"Royal Challengers Bangalore","Yogesh Takawale","M Chinnaswamy Stadium",19,1,17,"All","All",19,111.764705882353
"Royal Challengers Bangalore","Yogesh Takawale","Sharjah Cricket Stadium",40,1,28,"All","All",40,142.857142857143
"Royal Challengers Bangalore","Yogesh Takawale","Sheikh Zayed Stadium",0,1,3,"All","All",0,0
"Royal Challengers Bangalore","Yuvraj Singh","Dubai International Cricket Stadium",35,2,34,"All","All",17.5,102.941176470588
"Royal Challengers Bangalore","Yuvraj Singh","Eden Gardens",22,1,12,"All","All",22,183.333333333333
"Royal Challengers Bangalore","Yuvraj Singh","JSCA International Stadium Complex",13,0,9,"All","All",Inf,144.444444444444
"Royal Challengers Bangalore","Yuvraj Singh","M Chinnaswamy Stadium",193,4,118,"All","All",48.25,163.559322033898
"Royal Challengers Bangalore","Yuvraj Singh","Rajiv Gandhi International Stadium",21,1,25,"All","All",21,84
"Royal Challengers Bangalore","Yuvraj Singh","Sharjah Cricket Stadium",83,1,63,"All","All",83,131.746031746032
"Royal Challengers Bangalore","Yuvraj Singh","Sheikh Zayed Stadium",3,1,7,"All","All",3,42.8571428571429
"Royal Challengers Bangalore","Yuvraj Singh","Wankhede Stadium",6,1,10,"All","All",6,60
"Royal Challengers Bangalore","Yuzvendra Chahal","Dubai International Cricket Stadium",1,1,3,"All","All",1,33.3333333333333
"Royal Challengers Bangalore","Yuzvendra Chahal","Eden Gardens",0,1,2,"All","All",0,0
"Royal Challengers Bangalore","Yuzvendra Chahal","M Chinnaswamy Stadium",9,1,11,"All","All",9,81.8181818181818
"Royal Challengers Bangalore","Yuzvendra Chahal","MA Chidambaram Stadium",4,1,12,"All","All",4,33.3333333333333
"Royal Challengers Bangalore","Yuzvendra Chahal","Maharashtra Cricket Association Stadium",4,0,9,"All","All",Inf,44.4444444444444
"Royal Challengers Bangalore","Yuzvendra Chahal","Rajiv Gandhi International Stadium",4,2,10,"All","All",2,40
"Royal Challengers Bangalore","Yuzvendra Chahal","Sawai Mansingh Stadium",0,0,4,"All","All",NA,0
"Royal Challengers Bangalore","Yuzvendra Chahal","Wankhede Stadium",8,0,21,"All","All",Inf,38.0952380952381
"Royal Challengers Bangalore","Yuzvendra Chahal","Zayed Cricket Stadium",2,0,6,"All","All",Inf,33.3333333333333
"Royal Challengers Bangalore","Zaheer Khan","M Chinnaswamy Stadium",44,4,47,"All","All",11,93.6170212765958
"Royal Challengers Bangalore","Zaheer Khan","MA Chidambaram Stadium",21,1,21,"All","All",21,100
"Royal Challengers Bangalore","Zaheer Khan","Punjab Cricket Association Stadium",1,0,4,"All","All",Inf,25
"Royal Challengers Bangalore","Zaheer Khan","Rajiv Gandhi International Stadium",0,2,7,"All","All",0,0
"Royal Challengers Bangalore","Zaheer Khan","Sawai Mansingh Stadium",1,1,5,"All","All",1,20
"Sunrisers Hyderabad","Aaron Finch","Dubai International Cricket Stadium",104,1,68,"All","All",104,152.941176470588
"Sunrisers Hyderabad","Aaron Finch","Feroz Shah Kotla",4,1,7,"All","All",4,57.1428571428571
"Sunrisers Hyderabad","Aaron Finch","JSCA International Stadium Complex",7,1,3,"All","All",7,233.333333333333
"Sunrisers Hyderabad","Aaron Finch","M Chinnaswamy Stadium",13,1,8,"All","All",13,162.5
"Sunrisers Hyderabad","Aaron Finch","Rajiv Gandhi International Stadium",107,3,102,"All","All",35.6666666666667,104.901960784314
"Sunrisers Hyderabad","Aaron Finch","Sardar Patel Stadium",9,1,10,"All","All",9,90
"Sunrisers Hyderabad","Aaron Finch","Sharjah Cricket Stadium",63,2,60,"All","All",31.5,105
