"Bowler","Season","Bowling_Team","Stadium","Runs","Wickets","Balls","Batting_Team","Striker","Average","Economy"
"Harbhajan Singh",2015,"Mumbai Indians","Eden Gardens",72,3,48,"All","All",24,9
"Harbhajan Singh",2015,"Mumbai Indians","Feroz Shah Kotla",34,0,24,"All","All",Inf,8.5
"Harbhajan Singh",2015,"Mumbai Indians","M Chinnaswamy Stadium",27,3,24,"All","All",9,6.75
"Harbhajan Singh",2015,"Mumbai Indians","MA Chidambaram Stadium",36,1,24,"All","All",36,9
"Harbhajan Singh",2015,"Mumbai Indians","Punjab Cricket Association Stadium",27,1,24,"All","All",27,6.75
"Harbhajan Singh",2015,"Mumbai Indians","Rajiv Gandhi International Stadium",18,1,18,"All","All",18,6
"Harbhajan Singh",2015,"Mumbai Indians","Wankhede Stadium",232,9,180,"All","All",25.7777777777778,7.73333333333333
"Harbhajan Singh",2016,"Mumbai Indians","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",92,3,72,"All","All",30.6666666666667,7.66666666666667
"Harbhajan Singh",2016,"Mumbai Indians","Eden Gardens",31,1,24,"All","All",31,7.75
"Harbhajan Singh",2016,"Mumbai Indians","Feroz Shah Kotla",24,1,18,"All","All",24,8
"Harbhajan Singh",2016,"Mumbai Indians","Green Park",36,1,24,"All","All",36,9
"Harbhajan Singh",2016,"Mumbai Indians","M Chinnaswamy Stadium",19,0,18,"All","All",Inf,6.33333333333333
"Harbhajan Singh",2016,"Mumbai Indians","Maharashtra Cricket Association Stadium",25,1,24,"All","All",25,6.25
"Harbhajan Singh",2016,"Mumbai Indians","Punjab Cricket Association IS Bindra Stadium",31,0,24,"All","All",Inf,7.75
"Harbhajan Singh",2016,"Mumbai Indians","Rajiv Gandhi International Stadium",38,0,24,"All","All",Inf,9.5
"Harbhajan Singh",2016,"Mumbai Indians","Wankhede Stadium",96,2,66,"All","All",48,8.72727272727273
"Harbhajan Singh",2017,"Mumbai Indians","Feroz Shah Kotla",22,3,24,"All","All",7.33333333333333,5.5
"Harbhajan Singh",2017,"Mumbai Indians","Holkar Cricket Stadium",12,0,12,"All","All",Inf,6
"Harbhajan Singh",2017,"Mumbai Indians","M Chinnaswamy Stadium",23,0,24,"All","All",Inf,5.75
"Harbhajan Singh",2017,"Mumbai Indians","Rajiv Gandhi International Stadium",23,0,24,"All","All",Inf,5.75
"Harbhajan Singh",2017,"Mumbai Indians","Saurashtra Cricket Association Stadium",23,1,24,"All","All",23,5.75
"Harbhajan Singh",2017,"Mumbai Indians","Wankhede Stadium",163,4,138,"All","All",40.75,7.08695652173913
"Harbhajan Singh",2018,"Chennai Super Kings","Eden Gardens",20,1,18,"All","All",20,6.66666666666667
"Harbhajan Singh",2018,"Chennai Super Kings","Feroz Shah Kotla",24,0,12,"All","All",Inf,12
"Harbhajan Singh",2018,"Chennai Super Kings","M Chinnaswamy Stadium",24,0,12,"All","All",Inf,12
"Harbhajan Singh",2018,"Chennai Super Kings","MA Chidambaram Stadium",11,1,12,"All","All",11,5.5
"Harbhajan Singh",2018,"Chennai Super Kings","Maharashtra Cricket Association Stadium",107,3,89,"All","All",35.6666666666667,7.21348314606742
"Harbhajan Singh",2018,"Chennai Super Kings","Punjab Cricket Association IS Bindra Stadium",41,1,24,"All","All",41,10.25
"Harbhajan Singh",2018,"Chennai Super Kings","Sawai Mansingh Stadium",29,1,12,"All","All",29,14.5
"Harbhajan Singh",2018,"Chennai Super Kings","Wankhede Stadium",14,0,12,"All","All",Inf,7
"Harbhajan Singh",2019,"Chennai Super Kings","Andhra Cricket Association-Visakhapatnam District Cricket Association Stadium",31,2,24,"All","All",15.5,7.75
"Harbhajan Singh",2019,"Chennai Super Kings","Feroz Shah Kotla",30,0,24,"All","All",Inf,7.5
"Harbhajan Singh",2019,"Chennai Super Kings","MA Chidambaram Stadium",167,11,168,"All","All",15.1818181818182,5.96428571428571
"Harbhajan Singh",2019,"Chennai Super Kings","Punjab Cricket Association IS Bindra Stadium",57,3,24,"All","All",19,14.25
"Harbhajan Singh",2019,"Chennai Super Kings","Rajiv Gandhi International Stadium",27,0,24,"All","All",Inf,6.75
"Harbhajan Singh",2021,"Kolkata Knight Riders","MA Chidambaram Stadium",63,0,42,"All","All",Inf,9
"Hardik Pandya",2015,"Mumbai Indians","Eden Gardens",36,0,24,"All","All",Inf,9
"Hardik Pandya",2015,"Mumbai Indians","Feroz Shah Kotla",14,0,12,"All","All",Inf,7
"Hardik Pandya",2015,"Mumbai Indians","M Chinnaswamy Stadium",37,0,18,"All","All",Inf,12.3333333333333
"Hardik Pandya",2015,"Mumbai Indians","MA Chidambaram Stadium",4,0,6,"All","All",Inf,4
"Hardik Pandya",2015,"Mumbai Indians","Rajiv Gandhi International Stadium",11,0,6,"All","All",Inf,11
"Hardik Pandya",2015,"Mumbai Indians","Wankhede Stadium",74,1,36,"All","All",74,12.3333333333333
"Hardik Pandya",2016,"Mumbai Indians","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",10,0,6,"All","All",Inf,10
"Hardik Pandya",2016,"Mumbai Indians","Eden Gardens",22,1,12,"All","All",22,11
"Hardik Pandya",2016,"Mumbai Indians","Feroz Shah Kotla",7,1,6,"All","All",7,7
"Hardik Pandya",2016,"Mumbai Indians","Green Park",10,0,6,"All","All",Inf,10
"Hardik Pandya",2016,"Mumbai Indians","Maharashtra Cricket Association Stadium",14,0,12,"All","All",Inf,7
"Hardik Pandya",2016,"Mumbai Indians","Rajiv Gandhi International Stadium",29,0,18,"All","All",Inf,9.66666666666667
"Hardik Pandya",2016,"Mumbai Indians","Wankhede Stadium",61,1,40,"All","All",61,9.15
"Hardik Pandya",2017,"Mumbai Indians","Eden Gardens",22,2,24,"All","All",11,5.5
"Hardik Pandya",2017,"Mumbai Indians","Feroz Shah Kotla",2,0,6,"All","All",Inf,2
"Hardik Pandya",2017,"Mumbai Indians","Holkar Cricket Stadium",18,0,12,"All","All",Inf,9
"Hardik Pandya",2017,"Mumbai Indians","M Chinnaswamy Stadium",13,1,18,"All","All",13,4.33333333333333
"Hardik Pandya",2017,"Mumbai Indians","Maharashtra Cricket Association Stadium",36,1,24,"All","All",36,9
"Hardik Pandya",2017,"Mumbai Indians","Rajiv Gandhi International Stadium",13,0,6,"All","All",Inf,13
"Hardik Pandya",2017,"Mumbai Indians","Wankhede Stadium",109,2,66,"All","All",54.5,9.90909090909091
"Hardik Pandya",2018,"Mumbai Indians","Eden Gardens",16,2,18,"All","All",8,5.33333333333333
"Hardik Pandya",2018,"Mumbai Indians","Feroz Shah Kotla",36,0,24,"All","All",Inf,9
"Hardik Pandya",2018,"Mumbai Indians","Holkar Cricket Stadium",44,1,24,"All","All",44,11
"Hardik Pandya",2018,"Mumbai Indians","M Chinnaswamy Stadium",28,3,18,"All","All",9.33333333333333,9.33333333333333
"Hardik Pandya",2018,"Mumbai Indians","Maharashtra Cricket Association Stadium",39,1,24,"All","All",39,9.75
"Hardik Pandya",2018,"Mumbai Indians","Sawai Mansingh Stadium",25,2,16,"All","All",12.5,9.375
"Hardik Pandya",2018,"Mumbai Indians","Wankhede Stadium",193,9,132,"All","All",21.4444444444444,8.77272727272727
"Hardik Pandya",2019,"Mumbai Indians","Eden Gardens",31,1,18,"All","All",31,10.3333333333333
"Hardik Pandya",2019,"Mumbai Indians","Feroz Shah Kotla",17,1,12,"All","All",17,8.5
"Hardik Pandya",2019,"Mumbai Indians","M Chinnaswamy Stadium",37,0,18,"All","All",Inf,12.3333333333333
"Hardik Pandya",2019,"Mumbai Indians","MA Chidambaram Stadium",35,1,24,"All","All",35,8.75
"Hardik Pandya",2019,"Mumbai Indians","Punjab Cricket Association IS Bindra Stadium",39,0,18,"All","All",Inf,13
"Hardik Pandya",2019,"Mumbai Indians","Rajiv Gandhi International Stadium",10,0,12,"All","All",Inf,5
"Hardik Pandya",2019,"Mumbai Indians","Sawai Mansingh Stadium",31,0,24,"All","All",Inf,7.75
"Hardik Pandya",2019,"Mumbai Indians","Wankhede Stadium",190,11,129,"All","All",17.2727272727273,8.83720930232558
"Hardik Pandya",2022,"Gujarat Titans","Brabourne Stadium",36,1,24,"All","All",36,9
"Hardik Pandya",2022,"Gujarat Titans","Dr DY Patil Sports Academy",45,2,39,"All","All",22.5,6.92307692307692
"Hardik Pandya",2022,"Gujarat Titans","Eden Gardens",14,1,12,"All","All",14,7
"Hardik Pandya",2022,"Gujarat Titans","Maharashtra Cricket Association Stadium",30,1,30,"All","All",30,6
"Hardik Pandya",2022,"Gujarat Titans","Narendra Modi Stadium",17,3,24,"All","All",5.66666666666667,4.25
"Hardik Pandya",2022,"Gujarat Titans","Wankhede Stadium",80,0,54,"All","All",Inf,8.88888888888889
"Hardus Viljoen",2019,"Punjab Kings","Eden Gardens",36,1,24,"All","All",36,9
"Hardus Viljoen",2019,"Punjab Kings","Feroz Shah Kotla",39,2,24,"All","All",19.5,9.75
"Hardus Viljoen",2019,"Punjab Kings","M Chinnaswamy Stadium",51,1,24,"All","All",51,12.75
"Hardus Viljoen",2019,"Punjab Kings","Punjab Cricket Association IS Bindra Stadium",62,3,42,"All","All",20.6666666666667,8.85714285714286
"Hardus Viljoen",2019,"Punjab Kings","Wankhede Stadium",34,0,24,"All","All",Inf,8.5
"Harmeet Singh",2009,"Deccan Chargers","Kingsmead",19,0,6,"All","All",Inf,19
"Harmeet Singh",2009,"Deccan Chargers","New Wanderers Stadium",63,2,47,"All","All",31.5,8.04255319148936
"Harmeet Singh",2009,"Deccan Chargers","Newlands",67,1,48,"All","All",67,8.375
"Harmeet Singh",2009,"Deccan Chargers","SuperSport Park",43,0,36,"All","All",Inf,7.16666666666667
"Harmeet Singh",2010,"Deccan Chargers","Dr DY Patil Sports Academy",29,1,30,"All","All",29,5.8
"Harmeet Singh",2010,"Deccan Chargers","Eden Gardens",21,0,12,"All","All",Inf,10.5
"Harmeet Singh",2010,"Deccan Chargers","Feroz Shah Kotla",41,2,24,"All","All",20.5,10.25
"Harmeet Singh",2010,"Deccan Chargers","M Chinnaswamy Stadium",13,0,6,"All","All",Inf,13
"Harmeet Singh",2010,"Deccan Chargers","Vidarbha Cricket Association Stadium",70,5,72,"All","All",14,5.83333333333333
"Harmeet Singh",2011,"Deccan Chargers","Feroz Shah Kotla",27,2,24,"All","All",13.5,6.75
"Harmeet Singh",2011,"Deccan Chargers","MA Chidambaram Stadium",26,1,18,"All","All",26,8.66666666666667
"Harmeet Singh",2012,"Punjab Kings","Eden Gardens",27,1,24,"All","All",27,6.75
"Harmeet Singh",2012,"Punjab Kings","Feroz Shah Kotla",22,0,18,"All","All",Inf,7.33333333333333
"Harmeet Singh",2012,"Punjab Kings","Punjab Cricket Association Stadium",95,2,54,"All","All",47.5,10.5555555555556
"Harmeet Singh",2012,"Punjab Kings","Sawai Mansingh Stadium",23,1,18,"All","All",23,7.66666666666667
"Harmeet Singh",2012,"Punjab Kings","Subrata Roy Sahara Stadium",24,3,20,"All","All",8,7.2
"Harmeet Singh",2013,"Punjab Kings","Eden Gardens",24,1,20,"All","All",24,7.2
"Harmeet Singh",2013,"Punjab Kings","Feroz Shah Kotla",24,3,24,"All","All",8,6
"Harmeet Singh",2013,"Punjab Kings","Punjab Cricket Association Stadium",39,1,24,"All","All",39,9.75
"Harmeet Singh",2013,"Rajasthan Royals","Subrata Roy Sahara Stadium",34,1,24,"All","All",34,8.5
"Harpreet Brar",2019,"Punjab Kings","Feroz Shah Kotla",24,0,12,"All","All",Inf,12
"Harpreet Brar",2019,"Punjab Kings","Punjab Cricket Association IS Bindra Stadium",24,0,18,"All","All",Inf,8
"Harpreet Brar",2020,"Punjab Kings","Dubai International Cricket Stadium",41,0,24,"All","All",Inf,10.25
"Harpreet Brar",2021,"Punjab Kings","Dubai International Cricket Stadium",39,1,42,"All","All",39,5.57142857142857
"Harpreet Brar",2021,"Punjab Kings","Narendra Modi Stadium",38,4,42,"All","All",9.5,5.42857142857143
"Harpreet Brar",2021,"Punjab Kings","Sharjah Cricket Stadium",51,0,48,"All","All",Inf,6.375
"Harpreet Brar",2021,"Punjab Kings","Zayed Cricket Stadium",11,0,6,"All","All",Inf,11
"Harpreet Brar",2022,"Punjab Kings","Brabourne Stadium",33,1,24,"All","All",33,8.25
"Harpreet Brar",2022,"Punjab Kings","Dr DY Patil Sports Academy",67,0,36,"All","All",Inf,11.1666666666667
"Harpreet Brar",2022,"Punjab Kings","Wankhede Stadium",46,3,36,"All","All",15.3333333333333,7.66666666666667
"Harry Gurney",2019,"Kolkata Knight Riders","Eden Gardens",116,4,72,"All","All",29,9.66666666666667
"Harry Gurney",2019,"Kolkata Knight Riders","MA Chidambaram Stadium",20,0,12,"All","All",Inf,10
"Harry Gurney",2019,"Kolkata Knight Riders","Punjab Cricket Association IS Bindra Stadium",41,1,24,"All","All",41,10.25
"Harry Gurney",2019,"Kolkata Knight Riders","Rajiv Gandhi International Stadium",16,0,12,"All","All",Inf,8
"Harry Gurney",2019,"Kolkata Knight Riders","Sawai Mansingh Stadium",25,2,24,"All","All",12.5,6.25
"Harry Gurney",2019,"Kolkata Knight Riders","Wankhede Stadium",20,0,18,"All","All",Inf,6.66666666666667
"Harshal Patel",2012,"Royal Challengers Bangalore","Eden Gardens",35,0,18,"All","All",Inf,11.6666666666667
"Harshal Patel",2012,"Royal Challengers Bangalore","Feroz Shah Kotla",33,0,24,"All","All",Inf,8.25
"Harshal Patel",2012,"Royal Challengers Bangalore","M Chinnaswamy Stadium",110,3,84,"All","All",36.6666666666667,7.85714285714286
"Harshal Patel",2012,"Royal Challengers Bangalore","Punjab Cricket Association Stadium",44,1,24,"All","All",44,11
"Harshal Patel",2012,"Royal Challengers Bangalore","Rajiv Gandhi International Stadium",26,0,24,"All","All",Inf,6.5
"Harshal Patel",2012,"Royal Challengers Bangalore","Sawai Mansingh Stadium",32,2,24,"All","All",16,8
"Harshal Patel",2012,"Royal Challengers Bangalore","Subrata Roy Sahara Stadium",36,1,24,"All","All",36,9
"Harshal Patel",2012,"Royal Challengers Bangalore","Wankhede Stadium",24,2,24,"All","All",12,6
"Harshal Patel",2014,"Royal Challengers Bangalore","M Chinnaswamy Stadium",85,3,42,"All","All",28.3333333333333,12.1428571428571
"Harshal Patel",2014,"Royal Challengers Bangalore","Wankhede Stadium",28,1,24,"All","All",28,7
"Harshal Patel",2015,"Royal Challengers Bangalore","Eden Gardens",37,1,24,"All","All",37,9.25
"Harshal Patel",2015,"Royal Challengers Bangalore","Feroz Shah Kotla",14,1,18,"All","All",14,4.66666666666667
"Harshal Patel",2015,"Royal Challengers Bangalore","JSCA International Stadium Complex",26,1,23,"All","All",26,6.78260869565217
"Harshal Patel",2015,"Royal Challengers Bangalore","M Chinnaswamy Stadium",116,4,84,"All","All",29,8.28571428571428
"Harshal Patel",2015,"Royal Challengers Bangalore","MA Chidambaram Stadium",19,2,24,"All","All",9.5,4.75
"Harshal Patel",2015,"Royal Challengers Bangalore","Maharashtra Cricket Association Stadium",15,2,18,"All","All",7.5,5
"Harshal Patel",2015,"Royal Challengers Bangalore","Punjab Cricket Association Stadium",12,2,12,"All","All",6,6
"Harshal Patel",2015,"Royal Challengers Bangalore","Rajiv Gandhi International Stadium",30,0,12,"All","All",Inf,15
"Harshal Patel",2015,"Royal Challengers Bangalore","Sardar Patel Stadium",23,2,24,"All","All",11.5,5.75
"Harshal Patel",2015,"Royal Challengers Bangalore","Wankhede Stadium",36,2,24,"All","All",18,9
"Harshal Patel",2016,"Royal Challengers Bangalore","M Chinnaswamy Stadium",65,0,42,"All","All",Inf,9.28571428571429
"Harshal Patel",2016,"Royal Challengers Bangalore","Maharashtra Cricket Association Stadium",46,1,24,"All","All",46,11.5
"Harshal Patel",2016,"Royal Challengers Bangalore","Rajiv Gandhi International Stadium",16,0,6,"All","All",Inf,16
"Harshal Patel",2016,"Royal Challengers Bangalore","Wankhede Stadium",20,0,12,"All","All",Inf,10
"Harshal Patel",2017,"Royal Challengers Bangalore","Feroz Shah Kotla",43,3,24,"All","All",14.3333333333333,10.75
"Harshal Patel",2018,"Delhi Capitals","Feroz Shah Kotla",134,6,87,"All","All",22.3333333333333,9.24137931034483
"Harshal Patel",2018,"Delhi Capitals","M Chinnaswamy Stadium",33,1,18,"All","All",33,11
"Harshal Patel",2019,"Delhi Capitals","Feroz Shah Kotla",40,2,24,"All","All",20,10
"Harshal Patel",2019,"Delhi Capitals","Punjab Cricket Association IS Bindra Stadium",37,0,24,"All","All",Inf,9.25
"Harshal Patel",2020,"Delhi Capitals","Dubai International Cricket Stadium",51,0,30,"All","All",Inf,10.2
"Harshal Patel",2020,"Delhi Capitals","Sharjah Cricket Stadium",63,3,48,"All","All",21,7.875
"Harshal Patel",2020,"Delhi Capitals","Zayed Cricket Stadium",20,0,12,"All","All",Inf,10
"Harshal Patel",2021,"Royal Challengers Bangalore","Dubai International Cricket Stadium",85,8,67,"All","All",10.625,7.61194029850746
"Harshal Patel",2021,"Royal Challengers Bangalore","MA Chidambaram Stadium",69,9,72,"All","All",7.66666666666667,5.75
"Harshal Patel",2021,"Royal Challengers Bangalore","Narendra Modi Stadium",90,2,48,"All","All",45,11.25
"Harshal Patel",2021,"Royal Challengers Bangalore","Sharjah Cricket Stadium",71,4,67,"All","All",17.75,6.35820895522388
"Harshal Patel",2021,"Royal Challengers Bangalore","Wankhede Stadium",98,6,48,"All","All",16.3333333333333,12.25
"Harshal Patel",2021,"Royal Challengers Bangalore","Zayed Cricket Stadium",46,3,36,"All","All",15.3333333333333,7.66666666666667
"Harshal Patel",2022,"Royal Challengers Bangalore","Brabourne Stadium",87,5,60,"All","All",17.4,8.7
"Harshal Patel",2022,"Royal Challengers Bangalore","Dr DY Patil Sports Academy",94,5,72,"All","All",18.8,7.83333333333333
"Harshal Patel",2022,"Royal Challengers Bangalore","Eden Gardens",25,1,24,"All","All",25,6.25
"Harshal Patel",2022,"Royal Challengers Bangalore","Maharashtra Cricket Association Stadium",91,6,72,"All","All",15.1666666666667,7.58333333333333
"Harshal Patel",2022,"Royal Challengers Bangalore","Narendra Modi Stadium",29,0,19,"All","All",Inf,9.15789473684211
"Harshal Patel",2022,"Royal Challengers Bangalore","Wankhede Stadium",84,2,74,"All","All",42,6.81081081081081
"Harshit Rana",2022,"Kolkata Knight Riders","Maharashtra Cricket Association Stadium",27,0,12,"All","All",Inf,13.5
"Harshit Rana",2022,"Kolkata Knight Riders","Wankhede Stadium",24,1,18,"All","All",24,8
"Hrithik Shokeen",2022,"Mumbai Indians","Dr DY Patil Sports Academy",70,2,42,"All","All",35,10
"Hrithik Shokeen",2022,"Mumbai Indians","Wankhede Stadium",57,0,48,"All","All",Inf,7.125
"Imran Tahir",2014,"Delhi Capitals","Feroz Shah Kotla",29,3,30,"All","All",9.66666666666667,5.8
"Imran Tahir",2014,"Delhi Capitals","M Chinnaswamy Stadium",48,0,24,"All","All",Inf,12
"Imran Tahir",2014,"Delhi Capitals","Punjab Cricket Association Stadium",32,1,23,"All","All",32,8.34782608695652
"Imran Tahir",2014,"Delhi Capitals","Sardar Patel Stadium",25,2,24,"All","All",12.5,6.25
"Imran Tahir",2014,"Delhi Capitals","Wankhede Stadium",37,3,24,"All","All",12.3333333333333,9.25
"Imran Tahir",2015,"Delhi Capitals","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",35,1,24,"All","All",35,8.75
"Imran Tahir",2015,"Delhi Capitals","Eden Gardens",46,2,24,"All","All",23,11.5
"Imran Tahir",2015,"Delhi Capitals","Feroz Shah Kotla",136,8,102,"All","All",17,8
"Imran Tahir",2015,"Delhi Capitals","MA Chidambaram Stadium",27,1,24,"All","All",27,6.75
"Imran Tahir",2015,"Delhi Capitals","Maharashtra Cricket Association Stadium",43,3,24,"All","All",14.3333333333333,10.75
"Imran Tahir",2015,"Delhi Capitals","Wankhede Stadium",27,0,15,"All","All",Inf,10.8
"Imran Tahir",2016,"Delhi Capitals","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",59,0,24,"All","All",Inf,14.75
"Imran Tahir",2016,"Delhi Capitals","Feroz Shah Kotla",79,5,72,"All","All",15.8,6.58333333333333
"Imran Tahir",2017,"Rising Pune Supergiants","Eden Gardens",36,1,24,"All","All",36,9
"Imran Tahir",2017,"Rising Pune Supergiants","Holkar Cricket Stadium",29,2,24,"All","All",14.5,7.25
"Imran Tahir",2017,"Rising Pune Supergiants","M Chinnaswamy Stadium",27,1,24,"All","All",27,6.75
"Imran Tahir",2017,"Rising Pune Supergiants","Maharashtra Cricket Association Stadium",168,11,138,"All","All",15.2727272727273,7.30434782608696
"Imran Tahir",2017,"Rising Pune Supergiants","Rajiv Gandhi International Stadium",24,1,24,"All","All",24,6
"Imran Tahir",2017,"Rising Pune Supergiants","Saurashtra Cricket Association Stadium",53,1,24,"All","All",53,13.25
"Imran Tahir",2017,"Rising Pune Supergiants","Wankhede Stadium",32,1,24,"All","All",32,8
"Imran Tahir",2018,"Chennai Super Kings","M Chinnaswamy Stadium",35,2,24,"All","All",17.5,8.75
"Imran Tahir",2018,"Chennai Super Kings","MA Chidambaram Stadium",26,0,24,"All","All",Inf,6.5
"Imran Tahir",2018,"Chennai Super Kings","Maharashtra Cricket Association Stadium",70,1,40,"All","All",70,10.5
"Imran Tahir",2018,"Chennai Super Kings","Punjab Cricket Association IS Bindra Stadium",34,2,24,"All","All",17,8.5
"Imran Tahir",2018,"Chennai Super Kings","Wankhede Stadium",23,1,12,"All","All",23,11.5
"Imran Tahir",2019,"Chennai Super Kings","Andhra Cricket Association-Visakhapatnam District Cricket Association Stadium",28,1,24,"All","All",28,7
"Imran Tahir",2019,"Chennai Super Kings","Eden Gardens",27,4,24,"All","All",6.75,6.75
"Imran Tahir",2019,"Chennai Super Kings","Feroz Shah Kotla",20,1,12,"All","All",20,10
"Imran Tahir",2019,"Chennai Super Kings","M Chinnaswamy Stadium",31,1,24,"All","All",31,7.75
"Imran Tahir",2019,"Chennai Super Kings","MA Chidambaram Stadium",193,14,188,"All","All",13.7857142857143,6.15957446808511
"Imran Tahir",2019,"Chennai Super Kings","Punjab Cricket Association IS Bindra Stadium",36,0,24,"All","All",Inf,9
"Imran Tahir",2019,"Chennai Super Kings","Rajiv Gandhi International Stadium",43,4,42,"All","All",10.75,6.14285714285714
"Imran Tahir",2019,"Chennai Super Kings","Sawai Mansingh Stadium",28,0,24,"All","All",Inf,7
"Imran Tahir",2019,"Chennai Super Kings","Wankhede Stadium",25,1,24,"All","All",25,6.25
"Imran Tahir",2020,"Chennai Super Kings","Dubai International Cricket Stadium",30,0,24,"All","All",Inf,7.5
"Imran Tahir",2020,"Chennai Super Kings","Sharjah Cricket Stadium",22,0,18,"All","All",Inf,7.33333333333333
"Imran Tahir",2020,"Chennai Super Kings","Zayed Cricket Stadium",24,1,24,"All","All",24,6
"Imran Tahir",2021,"Chennai Super Kings","Wankhede Stadium",16,2,24,"All","All",8,4
"Iqbal Abdulla",2008,"Kolkata Knight Riders","Eden Gardens",22,0,18,"All","All",Inf,7.33333333333333
