"Bowling_Team","Bowler","Stadium","Runs","Wickets","Balls","Season","Batting_Team","Average","Economy"
"Delhi Capitals","Tillakaratne Dilshan","New Wanderers Stadium",41,0,42,"All","All",Inf,5.85714285714286
"Delhi Capitals","Tillakaratne Dilshan","OUTsurance Oval",17,0,12,"All","All",Inf,8.5
"Delhi Capitals","Tillakaratne Dilshan","Punjab Cricket Association Stadium",7,1,6,"All","All",7,7
"Delhi Capitals","Tillakaratne Dilshan","SuperSport Park",32,0,30,"All","All",Inf,6.4
"Delhi Capitals","Tom Curran","Dubai International Cricket Stadium",29,3,22,"All","All",9.66666666666667,7.90909090909091
"Delhi Capitals","Tom Curran","Wankhede Stadium",75,1,46,"All","All",75,9.78260869565217
"Delhi Capitals","Trent Boult","Andhra Cricket Association-Visakhapatnam District Cricket Association Stadium",57,2,42,"All","All",28.5,8.14285714285714
"Delhi Capitals","Trent Boult","Eden Gardens",29,2,24,"All","All",14.5,7.25
"Delhi Capitals","Trent Boult","Feroz Shah Kotla",254,13,179,"All","All",19.5384615384615,8.51396648044693
"Delhi Capitals","Trent Boult","M Chinnaswamy Stadium",33,1,24,"All","All",33,8.25
"Delhi Capitals","Trent Boult","MA Chidambaram Stadium",37,0,24,"All","All",Inf,9.25
"Delhi Capitals","Trent Boult","Maharashtra Cricket Association Stadium",48,0,24,"All","All",Inf,12
"Delhi Capitals","Trent Boult","Punjab Cricket Association IS Bindra Stadium",34,1,23,"All","All",34,8.8695652173913
"Delhi Capitals","Trent Boult","Rajiv Gandhi International Stadium",30,0,24,"All","All",Inf,7.5
"Delhi Capitals","Trent Boult","Sawai Mansingh Stadium",26,1,18,"All","All",26,8.66666666666667
"Delhi Capitals","Trent Boult","Wankhede Stadium",81,3,48,"All","All",27,10.125
"Delhi Capitals","Tushar Deshpande","Dubai International Cricket Stadium",113,2,54,"All","All",56.5,12.5555555555556
"Delhi Capitals","Tushar Deshpande","Sharjah Cricket Stadium",39,1,24,"All","All",39,9.75
"Delhi Capitals","Tushar Deshpande","Zayed Cricket Stadium",40,0,24,"All","All",Inf,10
"Delhi Capitals","Umesh Yadav","Barabati Stadium",36,0,24,"All","All",Inf,9
"Delhi Capitals","Umesh Yadav","Dr DY Patil Sports Academy",36,0,24,"All","All",Inf,9
"Delhi Capitals","Umesh Yadav","Eden Gardens",32,2,30,"All","All",16,6.4
"Delhi Capitals","Umesh Yadav","Feroz Shah Kotla",669,23,468,"All","All",29.0869565217391,8.57692307692308
"Delhi Capitals","Umesh Yadav","Himachal Pradesh Cricket Association Stadium",57,3,48,"All","All",19,7.125
"Delhi Capitals","Umesh Yadav","M Chinnaswamy Stadium",57,3,60,"All","All",19,5.7
"Delhi Capitals","Umesh Yadav","MA Chidambaram Stadium",88,3,72,"All","All",29.3333333333333,7.33333333333333
"Delhi Capitals","Umesh Yadav","Nehru Stadium",28,0,18,"All","All",Inf,9.33333333333333
"Delhi Capitals","Umesh Yadav","Rajiv Gandhi International Stadium",27,0,17,"All","All",Inf,9.52941176470588
"Delhi Capitals","Umesh Yadav","Sawai Mansingh Stadium",56,1,42,"All","All",56,8
"Delhi Capitals","Umesh Yadav","Shaheed Veer Narayan Singh International Stadium",60,4,48,"All","All",15,7.5
"Delhi Capitals","Umesh Yadav","Subrata Roy Sahara Stadium",129,2,72,"All","All",64.5,10.75
"Delhi Capitals","Umesh Yadav","Wankhede Stadium",38,2,42,"All","All",19,5.42857142857143
"Delhi Capitals","Varun Aaron","Feroz Shah Kotla",113,5,94,"All","All",22.6,7.21276595744681
"Delhi Capitals","Varun Aaron","Himachal Pradesh Cricket Association Stadium",51,0,48,"All","All",Inf,6.375
"Delhi Capitals","Varun Aaron","MA Chidambaram Stadium",111,3,68,"All","All",37,9.79411764705882
"Delhi Capitals","Varun Aaron","Rajiv Gandhi International Stadium",30,2,24,"All","All",15,7.5
"Delhi Capitals","Varun Aaron","Subrata Roy Sahara Stadium",48,0,24,"All","All",Inf,12
"Delhi Capitals","Venugopal Rao","Dr DY Patil Sports Academy",14,0,6,"All","All",Inf,14
"Delhi Capitals","Venugopal Rao","Feroz Shah Kotla",26,0,12,"All","All",Inf,13
"Delhi Capitals","Venugopal Rao","Rajiv Gandhi International Stadium",12,0,6,"All","All",Inf,12
"Delhi Capitals","Vijay Shankar","Eden Gardens",12,0,6,"All","All",Inf,12
"Delhi Capitals","Vijay Shankar","Feroz Shah Kotla",24,0,12,"All","All",Inf,12
"Delhi Capitals","Vijay Shankar","Maharashtra Cricket Association Stadium",22,1,12,"All","All",22,11
"Delhi Capitals","Virender Sehwag","Dr DY Patil Sports Academy",2,1,6,"All","All",2,2
"Delhi Capitals","Virender Sehwag","Eden Gardens",7,0,6,"All","All",Inf,7
"Delhi Capitals","Virender Sehwag","Feroz Shah Kotla",105,1,52,"All","All",105,12.1153846153846
"Delhi Capitals","Virender Sehwag","MA Chidambaram Stadium",60,3,42,"All","All",20,8.57142857142857
"Delhi Capitals","Virender Sehwag","Sawai Mansingh Stadium",36,1,24,"All","All",36,9
"Delhi Capitals","Virender Sehwag","SuperSport Park",25,0,6,"All","All",Inf,25
"Delhi Capitals","Wayne Parnell","Dubai International Cricket Stadium",38,0,24,"All","All",Inf,9.5
"Delhi Capitals","Wayne Parnell","Feroz Shah Kotla",123,4,94,"All","All",30.75,7.85106382978723
"Delhi Capitals","Wayne Parnell","Sharjah Cricket Stadium",36,1,42,"All","All",36,5.14285714285714
"Delhi Capitals","Wayne Parnell","Wankhede Stadium",26,1,21,"All","All",26,7.42857142857143
"Delhi Capitals","Yo Mahesh","Dr DY Patil Sports Academy",33,3,24,"All","All",11,8.25
"Delhi Capitals","Yo Mahesh","Eden Gardens",34,2,24,"All","All",17,8.5
"Delhi Capitals","Yo Mahesh","Feroz Shah Kotla",104,6,72,"All","All",17.3333333333333,8.66666666666667
"Delhi Capitals","Yo Mahesh","M Chinnaswamy Stadium",25,0,24,"All","All",Inf,6.25
"Delhi Capitals","Yo Mahesh","MA Chidambaram Stadium",31,1,24,"All","All",31,7.75
"Delhi Capitals","Yo Mahesh","Newlands",25,1,12,"All","All",25,12.5
"Delhi Capitals","Yo Mahesh","Punjab Cricket Association Stadium",46,2,42,"All","All",23,6.57142857142857
"Delhi Capitals","Yo Mahesh","Rajiv Gandhi International Stadium",35,1,24,"All","All",35,8.75
"Delhi Capitals","Yo Mahesh","Sawai Mansingh Stadium",35,0,13,"All","All",Inf,16.1538461538462
"Delhi Capitals","Yo Mahesh","Wankhede Stadium",50,2,24,"All","All",25,12.5
"Delhi Capitals","Yogesh Nagar","Barabati Stadium",28,1,18,"All","All",28,9.33333333333333
"Delhi Capitals","Yogesh Nagar","Feroz Shah Kotla",57,1,30,"All","All",57,11.4
"Delhi Capitals","Yogesh Nagar","New Wanderers Stadium",20,2,12,"All","All",10,10
"Delhi Capitals","Yogesh Nagar","Rajiv Gandhi International Stadium",20,0,6,"All","All",Inf,20
"Delhi Capitals","Yuvraj Singh","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",10,0,6,"All","All",Inf,10
"Delhi Capitals","Yuvraj Singh","Eden Gardens",14,1,12,"All","All",14,7
"Delhi Capitals","Yuvraj Singh","Feroz Shah Kotla",11,0,6,"All","All",Inf,11
"Delhi Capitals","Yuvraj Singh","Maharashtra Cricket Association Stadium",9,0,6,"All","All",Inf,9
"Delhi Capitals","Yuvraj Singh","Shaheed Veer Narayan Singh International Stadium",23,0,18,"All","All",Inf,7.66666666666667
"Delhi Capitals","Yuvraj Singh","Wankhede Stadium",5,0,6,"All","All",Inf,5
"Delhi Capitals","Zaheer Khan","Brabourne Stadium",31,0,24,"All","All",Inf,7.75
"Delhi Capitals","Zaheer Khan","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",42,1,42,"All","All",42,6
"Delhi Capitals","Zaheer Khan","Eden Gardens",66,1,44,"All","All",66,9
"Delhi Capitals","Zaheer Khan","Feroz Shah Kotla",281,12,237,"All","All",23.4166666666667,7.11392405063291
"Delhi Capitals","Zaheer Khan","Green Park",30,0,24,"All","All",Inf,7.5
"Delhi Capitals","Zaheer Khan","M Chinnaswamy Stadium",81,3,49,"All","All",27,9.91836734693878
"Delhi Capitals","Zaheer Khan","Maharashtra Cricket Association Stadium",20,3,18,"All","All",6.66666666666667,6.66666666666667
"Delhi Capitals","Zaheer Khan","Punjab Cricket Association IS Bindra Stadium",25,1,18,"All","All",25,8.33333333333333
"Delhi Capitals","Zaheer Khan","Rajiv Gandhi International Stadium",37,0,24,"All","All",Inf,9.25
"Delhi Capitals","Zaheer Khan","Saurashtra Cricket Association Stadium",27,1,24,"All","All",27,6.75
"Delhi Capitals","Zaheer Khan","Shaheed Veer Narayan Singh International Stadium",98,4,96,"All","All",24.5,6.125
"Delhi Capitals","Zaheer Khan","Wankhede Stadium",68,1,48,"All","All",68,8.5
"Gujarat Lions","Andrew Tye","M Chinnaswamy Stadium",12,3,24,"All","All",4,3
"Gujarat Lions","Andrew Tye","Saurashtra Cricket Association Stadium",95,7,78,"All","All",13.5714285714286,7.30769230769231
"Gujarat Lions","Andrew Tye","Wankhede Stadium",34,2,24,"All","All",17,8.5
"Gujarat Lions","Ankit Soni","Feroz Shah Kotla",26,0,12,"All","All",Inf,13
"Gujarat Lions","Ankit Soni","Green Park",31,0,13,"All","All",Inf,14.3076923076923
"Gujarat Lions","Ankit Soni","M Chinnaswamy Stadium",28,1,18,"All","All",28,9.33333333333333
"Gujarat Lions","Ankit Soni","Maharashtra Cricket Association Stadium",16,0,24,"All","All",Inf,4
"Gujarat Lions","Ankit Soni","Punjab Cricket Association IS Bindra Stadium",27,0,18,"All","All",Inf,9
"Gujarat Lions","Ankit Soni","Saurashtra Cricket Association Stadium",16,1,24,"All","All",16,4
"Gujarat Lions","Basil Thampi","Eden Gardens",44,1,24,"All","All",44,11
"Gujarat Lions","Basil Thampi","Feroz Shah Kotla",40,1,24,"All","All",40,10
"Gujarat Lions","Basil Thampi","Green Park",43,1,22,"All","All",43,11.7272727272727
"Gujarat Lions","Basil Thampi","M Chinnaswamy Stadium",34,1,24,"All","All",34,8.5
"Gujarat Lions","Basil Thampi","Maharashtra Cricket Association Stadium",35,2,24,"All","All",17.5,8.75
"Gujarat Lions","Basil Thampi","Punjab Cricket Association IS Bindra Stadium",48,1,24,"All","All",48,12
"Gujarat Lions","Basil Thampi","Rajiv Gandhi International Stadium",21,0,12,"All","All",Inf,10.5
"Gujarat Lions","Basil Thampi","Saurashtra Cricket Association Stadium",125,4,90,"All","All",31.25,8.33333333333333
"Gujarat Lions","Basil Thampi","Wankhede Stadium",34,0,24,"All","All",Inf,8.5
"Gujarat Lions","Dale Steyn","Saurashtra Cricket Association Stadium",17,0,12,"All","All",Inf,8.5
"Gujarat Lions","Dhawal Kulkarni","Eden Gardens",53,1,36,"All","All",53,8.83333333333333
"Gujarat Lions","Dhawal Kulkarni","Feroz Shah Kotla",51,3,48,"All","All",17,6.375
"Gujarat Lions","Dhawal Kulkarni","Green Park",105,4,72,"All","All",26.25,8.75
"Gujarat Lions","Dhawal Kulkarni","M Chinnaswamy Stadium",47,5,42,"All","All",9.4,6.71428571428571
"Gujarat Lions","Dhawal Kulkarni","Maharashtra Cricket Association Stadium",25,0,18,"All","All",Inf,8.33333333333333
"Gujarat Lions","Dhawal Kulkarni","Punjab Cricket Association IS Bindra Stadium",24,1,24,"All","All",24,6
"Gujarat Lions","Dhawal Kulkarni","Rajiv Gandhi International Stadium",34,2,36,"All","All",17,5.66666666666667
"Gujarat Lions","Dhawal Kulkarni","Saurashtra Cricket Association Stadium",179,3,107,"All","All",59.6666666666667,10.0373831775701
"Gujarat Lions","Dhawal Kulkarni","Wankhede Stadium",19,2,24,"All","All",9.5,4.75
"Gujarat Lions","Dwayne Bravo","Eden Gardens",39,0,24,"All","All",Inf,9.75
"Gujarat Lions","Dwayne Bravo","Feroz Shah Kotla",72,3,48,"All","All",24,9
"Gujarat Lions","Dwayne Bravo","Green Park",51,3,48,"All","All",17,6.375
"Gujarat Lions","Dwayne Bravo","M Chinnaswamy Stadium",72,0,36,"All","All",Inf,12
"Gujarat Lions","Dwayne Bravo","Maharashtra Cricket Association Stadium",40,1,24,"All","All",40,10
"Gujarat Lions","Dwayne Bravo","Punjab Cricket Association IS Bindra Stadium",22,4,24,"All","All",5.5,5.5
"Gujarat Lions","Dwayne Bravo","Rajiv Gandhi International Stadium",14,2,18,"All","All",7,4.66666666666667
"Gujarat Lions","Dwayne Bravo","Saurashtra Cricket Association Stadium",145,3,90,"All","All",48.3333333333333,9.66666666666667
"Gujarat Lions","Dwayne Bravo","Wankhede Stadium",39,1,24,"All","All",39,9.75
"Gujarat Lions","Dwayne Smith","Eden Gardens",28,1,24,"All","All",28,7
"Gujarat Lions","Dwayne Smith","Feroz Shah Kotla",66,1,30,"All","All",66,13.2
"Gujarat Lions","Dwayne Smith","Green Park",62,6,54,"All","All",10.3333333333333,6.88888888888889
"Gujarat Lions","Dwayne Smith","M Chinnaswamy Stadium",27,0,12,"All","All",Inf,13.5
"Gujarat Lions","Dwayne Smith","Maharashtra Cricket Association Stadium",26,0,18,"All","All",Inf,8.66666666666667
"Gujarat Lions","Dwayne Smith","Saurashtra Cricket Association Stadium",80,2,42,"All","All",40,11.4285714285714
"Gujarat Lions","Dwayne Smith","Wankhede Stadium",12,0,6,"All","All",Inf,12
"Gujarat Lions","Irfan Pathan","Saurashtra Cricket Association Stadium",26,0,12,"All","All",Inf,13
"Gujarat Lions","James Faulkner","Eden Gardens",38,1,24,"All","All",38,9.5
"Gujarat Lions","James Faulkner","Feroz Shah Kotla",58,1,27,"All","All",58,12.8888888888889
"Gujarat Lions","James Faulkner","Green Park",63,2,36,"All","All",31.5,10.5
"Gujarat Lions","James Faulkner","M Chinnaswamy Stadium",15,1,18,"All","All",15,5
"Gujarat Lions","James Faulkner","Maharashtra Cricket Association Stadium",52,0,29,"All","All",Inf,10.7586206896552
"Gujarat Lions","James Faulkner","Punjab Cricket Association IS Bindra Stadium",82,0,48,"All","All",Inf,10.25
"Gujarat Lions","James Faulkner","Saurashtra Cricket Association Stadium",77,2,54,"All","All",38.5,8.55555555555556
"Gujarat Lions","James Faulkner","Wankhede Stadium",40,1,24,"All","All",40,10
"Gujarat Lions","Manpreet Gony","Saurashtra Cricket Association Stadium",32,0,12,"All","All",Inf,16
"Gujarat Lions","Munaf Patel","Green Park",22,0,18,"All","All",Inf,7.33333333333333
"Gujarat Lions","Munaf Patel","Wankhede Stadium",35,1,24,"All","All",35,8.75
"Gujarat Lions","Nathu Singh","M Chinnaswamy Stadium",8,0,12,"All","All",Inf,4
"Gujarat Lions","Nathu Singh","Saurashtra Cricket Association Stadium",7,1,12,"All","All",7,3.5
"Gujarat Lions","Pradeep Sangwan","Feroz Shah Kotla",43,1,24,"All","All",43,10.75
"Gujarat Lions","Pradeep Sangwan","Green Park",72,1,42,"All","All",72,10.2857142857143
"Gujarat Lions","Pradeep Sangwan","Maharashtra Cricket Association Stadium",38,2,24,"All","All",19,9.5
"Gujarat Lions","Pradeep Sangwan","Punjab Cricket Association IS Bindra Stadium",49,1,30,"All","All",49,9.8
"Gujarat Lions","Pradeep Sangwan","Rajiv Gandhi International Stadium",28,0,12,"All","All",Inf,14
"Gujarat Lions","Praveen Kumar","Eden Gardens",43,3,36,"All","All",14.3333333333333,7.16666666666667
"Gujarat Lions","Praveen Kumar","Feroz Shah Kotla",45,0,44,"All","All",Inf,6.13636363636364
"Gujarat Lions","Praveen Kumar","Green Park",58,4,60,"All","All",14.5,5.8
"Gujarat Lions","Praveen Kumar","M Chinnaswamy Stadium",77,2,44,"All","All",38.5,10.5
"Gujarat Lions","Praveen Kumar","Maharashtra Cricket Association Stadium",37,0,24,"All","All",Inf,9.25
"Gujarat Lions","Praveen Kumar","Punjab Cricket Association IS Bindra Stadium",25,0,24,"All","All",Inf,6.25
"Gujarat Lions","Praveen Kumar","Rajiv Gandhi International Stadium",44,2,36,"All","All",22,7.33333333333333
"Gujarat Lions","Praveen Kumar","Saurashtra Cricket Association Stadium",180,3,107,"All","All",60,10.0934579439252
"Gujarat Lions","Praveen Kumar","Wankhede Stadium",43,1,33,"All","All",43,7.81818181818182
"Gujarat Lions","Pravin Tambe","Eden Gardens",15,0,12,"All","All",Inf,7.5
"Gujarat Lions","Pravin Tambe","Feroz Shah Kotla",17,0,6,"All","All",Inf,17
"Gujarat Lions","Pravin Tambe","M Chinnaswamy Stadium",25,0,12,"All","All",Inf,12.5
"Gujarat Lions","Pravin Tambe","Saurashtra Cricket Association Stadium",74,3,54,"All","All",24.6666666666667,8.22222222222222
"Gujarat Lions","Pravin Tambe","Wankhede Stadium",12,2,12,"All","All",6,6
"Gujarat Lions","Ravindra Jadeja","Eden Gardens",56,0,42,"All","All",Inf,8
"Gujarat Lions","Ravindra Jadeja","Feroz Shah Kotla",42,1,18,"All","All",42,14
"Gujarat Lions","Ravindra Jadeja","Green Park",82,0,60,"All","All",Inf,8.2
"Gujarat Lions","Ravindra Jadeja","M Chinnaswamy Stadium",83,4,72,"All","All",20.75,6.91666666666667
"Gujarat Lions","Ravindra Jadeja","Maharashtra Cricket Association Stadium",56,0,36,"All","All",Inf,9.33333333333333
"Gujarat Lions","Ravindra Jadeja","Punjab Cricket Association IS Bindra Stadium",49,2,36,"All","All",24.5,8.16666666666667
"Gujarat Lions","Ravindra Jadeja","Rajiv Gandhi International Stadium",14,0,12,"All","All",Inf,7
"Gujarat Lions","Ravindra Jadeja","Saurashtra Cricket Association Stadium",244,6,169,"All","All",40.6666666666667,8.66272189349112
"Gujarat Lions","Ravindra Jadeja","Wankhede Stadium",34,0,24,"All","All",Inf,8.5
"Gujarat Lions","Sarabjit Ladda","Punjab Cricket Association IS Bindra Stadium",21,0,12,"All","All",Inf,10.5
"Gujarat Lions","Shadab Jakati","Green Park",52,1,42,"All","All",52,7.42857142857143
"Gujarat Lions","Shadab Jakati","M Chinnaswamy Stadium",45,0,18,"All","All",Inf,15
"Gujarat Lions","Shadab Jakati","Saurashtra Cricket Association Stadium",120,0,72,"All","All",Inf,10
"Gujarat Lions","Shadab Jakati","Wankhede Stadium",13,1,18,"All","All",13,4.33333333333333
"Gujarat Lions","Shivil Kaushik","Eden Gardens",14,0,6,"All","All",Inf,14
"Gujarat Lions","Shivil Kaushik","Feroz Shah Kotla",22,2,24,"All","All",11,5.5
"Gujarat Lions","Shivil Kaushik","M Chinnaswamy Stadium",50,0,18,"All","All",Inf,16.6666666666667
"Gujarat Lions","Shivil Kaushik","Maharashtra Cricket Association Stadium",32,0,18,"All","All",Inf,10.6666666666667
"Gujarat Lions","Shivil Kaushik","Rajiv Gandhi International Stadium",54,0,48,"All","All",Inf,6.75
"Gujarat Lions","Shivil Kaushik","Saurashtra Cricket Association Stadium",125,4,90,"All","All",31.25,8.33333333333333
"Gujarat Lions","Shubham Agarwal","Saurashtra Cricket Association Stadium",42,1,24,"All","All",42,10.5
"Gujarat Lions","Suresh Raina","Eden Gardens",11,1,12,"All","All",11,5.5
"Gujarat Lions","Suresh Raina","Feroz Shah Kotla",56,0,36,"All","All",Inf,9.33333333333333
"Gujarat Lions","Suresh Raina","Rajiv Gandhi International Stadium",24,0,12,"All","All",Inf,12
"Gujarat Lions","Suresh Raina","Saurashtra Cricket Association Stadium",93,0,72,"All","All",Inf,7.75
"Gujarat Lions","Tejas Baroka","Rajiv Gandhi International Stadium",33,0,21,"All","All",Inf,9.42857142857143
"Gujarat Titans","Alzarri Joseph","Brabourne Stadium",83,2,48,"All","All",41.5,10.375
"Gujarat Titans","Alzarri Joseph","Dr DY Patil Sports Academy",56,1,42,"All","All",56,8
"Gujarat Titans","Alzarri Joseph","Eden Gardens",27,0,12,"All","All",Inf,13.5
"Gujarat Titans","Alzarri Joseph","Maharashtra Cricket Association Stadium",48,2,36,"All","All",24,8
"Gujarat Titans","Alzarri Joseph","Wankhede Stadium",50,2,42,"All","All",25,7.14285714285714
"Gujarat Titans","Darshan Nalkande","Brabourne Stadium",37,2,18,"All","All",18.5,12.3333333333333
"Gujarat Titans","Darshan Nalkande","Dr DY Patil Sports Academy",22,0,13,"All","All",Inf,10.1538461538462
"Gujarat Titans","Hardik Pandya","Brabourne Stadium",36,1,24,"All","All",36,9
"Gujarat Titans","Hardik Pandya","Dr DY Patil Sports Academy",45,2,39,"All","All",22.5,6.92307692307692
"Gujarat Titans","Hardik Pandya","Eden Gardens",14,1,12,"All","All",14,7
"Gujarat Titans","Hardik Pandya","Maharashtra Cricket Association Stadium",30,1,30,"All","All",30,6
"Gujarat Titans","Hardik Pandya","Narendra Modi Stadium",17,3,24,"All","All",5.66666666666667,4.25
"Gujarat Titans","Hardik Pandya","Wankhede Stadium",80,0,54,"All","All",Inf,8.88888888888889
"Gujarat Titans","Lockie Ferguson","Brabourne Stadium",103,3,72,"All","All",34.3333333333333,8.58333333333333
"Gujarat Titans","Lockie Ferguson","Dr DY Patil Sports Academy",131,5,90,"All","All",26.2,8.73333333333333
"Gujarat Titans","Lockie Ferguson","Maharashtra Cricket Association Stadium",74,4,48,"All","All",18.5,9.25
"Gujarat Titans","Lockie Ferguson","Narendra Modi Stadium",22,0,18,"All","All",Inf,7.33333333333333
"Gujarat Titans","Lockie Ferguson","Wankhede Stadium",97,0,58,"All","All",Inf,10.0344827586207
"Gujarat Titans","Mohammed Shami","Brabourne Stadium",117,2,72,"All","All",58.5,9.75
"Gujarat Titans","Mohammed Shami","Dr DY Patil Sports Academy",134,4,96,"All","All",33.5,8.375
"Gujarat Titans","Mohammed Shami","Eden Gardens",43,1,24,"All","All",43,10.75
"Gujarat Titans","Mohammed Shami","Maharashtra Cricket Association Stadium",55,4,66,"All","All",13.75,5
"Gujarat Titans","Mohammed Shami","Narendra Modi Stadium",33,1,24,"All","All",33,8.25
"Gujarat Titans","Mohammed Shami","Wankhede Stadium",106,8,84,"All","All",13.25,7.57142857142857
"Gujarat Titans","Pradeep Sangwan","Brabourne Stadium",42,3,42,"All","All",14,6
"Gujarat Titans","Pradeep Sangwan","Dr DY Patil Sports Academy",23,0,12,"All","All",Inf,11.5
"Gujarat Titans","Rahul Tewatia","Brabourne Stadium",35,0,12,"All","All",Inf,17.5
"Gujarat Titans","Rahul Tewatia","Dr DY Patil Sports Academy",19,0,12,"All","All",Inf,9.5
